utterance,label,speaker,meeting_id
"היי מיכל, איך מתקדם הפיתוח של האפליקציה?",0,דביר,Meeting_154
"שלום דביר, אנחנו עובדים על ה-UI/UX עכשיו.",0,מיכל,Meeting_154
נהדר. מה לגבי ה-Backend?,0,דביר,Meeting_154
סיימנו להגדיר את ה-API endpoints.,0,יוסי,Meeting_154
אנחנו צריכים להעריך את תכונות המוצר ולקבוע החלטות סופיות.,1,מיכל,Meeting_154
"נכון, זה קריטי כדי להתקדם לשלב הבא.",0,דביר,Meeting_154
אני יכול לקחת על עצמי לבדוק את ה-security measures.,1,יוסי,Meeting_154
"מעולה, מתי תוכל לסיים?",0,מיכל,Meeting_154
אוכל לסיים עד יום שלישי הבא.,0,יוסי,Meeting_154
ומה לגבי ה-database optimization?,0,דביר,Meeting_154
אני אעבוד על זה ואסיים עד סוף השבוע.,1,מיכל,Meeting_154
האם יש עוד משהו שאנחנו צריכים לעשות לפני הישיבה עם הלקוחות?,0,יוסי,Meeting_154
אנחנו צריכים להכין מצגת עם ה-features הסופיים.,0,דביר,Meeting_154
אני אכין את המצגת ואעבור עליה עם הצוות מחר.,1,מיכל,Meeting_154
"מצוין, זה יתן לנו זמן לשפר אם צריך.",0,יוסי,Meeting_154
"אז נסכם - יוסי, אתה על ה-security, מיכל, את על ה-database והמצגת.",1,דביר,Meeting_154
"כן, הכל ברור.",0,מיכל,Meeting_154
"אין בעיה, אני על זה.",0,יוסי,Meeting_154
"תודה לכולם, שיהיה יום מוצלח!",0,דביר,Meeting_154
"תודה דביר, נתראה מחר.",0,מיכל,Meeting_154
יום טוב לכולם!,0,יוסי,Meeting_154
