utterance,label,speaker,meeting_id
"שלום לכולם, בואו נתחיל עם הקדמה קצרה על הפרויקט החדש.",0,יוסי,Meeting_227
"כן, זה יהיה טוב להציג את המטרות והשלבים שלנו.",0,שרה,Meeting_227
המטרה היא לפתח שלט רחוק חדש עם עיצוב ייחודי.,0,דני,Meeting_227
"נכון, אבל לפני שנתחיל, האם בדקנו את זמינות החיבור האלחוטי במשרד?",0,יוסי,Meeting_227
אני יכולה לבדוק את זה עכשיו. אתעדכן תוך כמה דקות.,1,אורית,Meeting_227
"מצוין, בינתיים, נוכל לדון על התוכנית של הפרויקט.",0,שרה,Meeting_227
"התוכנית כוללת שלושה שלבים עיקריים: עיצוב פונקציונלי, עיצוב מושגות ועיצוב מפורט.",0,דני,Meeting_227
אני מציע שנתחיל עם העיצוב הפונקציונלי.,0,יוסי,Meeting_227
"יש לי ניסיון עם UI/UX, אני יכולה להוביל את החלק הזה.",1,אורית,Meeting_227
ומה לגבי העיצוב המושגות?,0,דני,Meeting_227
אני יכולה לקחת על עצמי את החלק הזה. יש לי כמה רעיונות לשלט חדשני.,1,שרה,Meeting_227
"מעולה, ומה לגבי העיצוב המפורט?",0,יוסי,Meeting_227
אני אטפל בזה ואוודא שהכל מיושר עם הדרישות הטכניות.,1,דני,Meeting_227
"בדקתי, החיבור האלחוטי זמין ואנחנו יכולים להמשיך.",0,אורית,Meeting_227
"טוב לדעת, תודה אורית.",0,יוסי,Meeting_227
אז מי מתחיל קודם?,0,שרה,Meeting_227
אני חושב שכדאי שאורית תתחיל עם העיצוב הפונקציונלי.,0,דני,Meeting_227
"אין בעיה, אני אתחיל כבר היום ואשתף אתכם בעדכונים.",1,אורית,Meeting_227
"מצוין, ניפגש שוב בעוד שבוע לבחון את ההתקדמות.",0,יוסי,Meeting_227
"כן, נקבע פגישה ביום רביעי הבא.",0,שרה,Meeting_227
וכדאי שנקבע גם דדליינים לכל שלב בפרויקט.,0,דני,Meeting_227
בואו נעבור על זה בפגישה הבאה.,0,יוסי,Meeting_227
"אוקיי, אני אסכם את ההחלטות שלנו ואשלח לכולם.",1,אורית,Meeting_227
"מעולה, שיהיה יום טוב לכולם.",0,שרה,Meeting_227
יום טוב ונתראה בשבוע הבא!,0,דני,Meeting_227
להתראות ושיהיה בהצלחה לכולנו.,0,יוסי,Meeting_227
