utterance,label,speaker,meeting_id
בוקר טוב לכולם. יש לנו הרבה דברים לעבור עליהם היום.,0,יואל,Meeting_54
"נכון, יואל. נתחיל עם ההערכה להצגת הדגמה הקרובה. האם זה נדרש?",0,דנה,Meeting_54
בהחלט. אנחנו צריכים לוודא שהמערכת שלנו מספיק יציבה כדי להציג אותה.,1,יואל,Meeting_54
אני יכול לקחת על עצמי את ההערכה הזו. אעבור על כל ה-features העיקריים.,1,אורן,Meeting_54
"מצוין, אורן. מה לגבי כפתורי גלגל גלילה וכפתורי גומי?",0,דנה,Meeting_54
אני חושב שצריך לבדוק את השימושיות שלהם. אולי נוכל לשפר את ה-UI.,1,יואל,Meeting_54
אני אבדוק את השימוש בכפתורים ואחזיר לכם משוב עד סוף השבוע.,1,אורן,Meeting_54
"תודה, אורן. עכשיו, לגבי כושר המשיכה של עיצוב השלט.",0,דנה,Meeting_54
"יש לנו עיצוב חדש, אבל צריך לוודא שהוא מושך מספיק למשתמשים.",1,יואל,Meeting_54
אני יכולה לעשות בדיקת A/B כדי לבדוק איזה עיצוב עובד הכי טוב.,1,דנה,Meeting_54
נשמע טוב. נעשה את זה עד שבוע הבא?,0,יואל,Meeting_54
"כן, זה אפשרי מבחינתי.",1,דנה,Meeting_54
ומה עם שאילתות חיפוש נפוצות?,0,אורן,Meeting_54
צריך לקבוע שאילתות חיפוש נפוצות ולוודא שהן מתפקדות בצורה חלקה.,1,יואל,Meeting_54
אני אתחיל לעבוד על זה ואתן לכם עדכונים בהמשך השבוע.,1,דנה,Meeting_54
יופי. יש עוד משהו שנשכח?,0,יואל,Meeting_54
אני חושב שכיסינו את הכל להיום.,0,אורן,Meeting_54
תודה לכולם על הזמן והמאמצים. נתראה בישיבה הבאה.,0,דנה,Meeting_54
"תודה, דנה. נתראה.",0,יואל,Meeting_54
