utterance,label,speaker,meeting_id
"היי שירה, שמעת על המשימה החדשה שלנו?",0,דני,Meeting_148
"כן, צריך לבהיר את תקציר העלילה של ""The Big Lebowski"".",0,שירה,Meeting_148
זה ידרוש מאיתנו לראות את הסרט כמה פעמים ולהכין סיכום מלא.,1,דני,Meeting_148
"אוקיי, אני אתחיל עם זה. מה עוד יש לנו?",0,שירה,Meeting_148
אנחנו צריכים לעצב את הדרישות הפונקציונליות לשלט רחוק.,0,דני,Meeting_148
"נכון, נצטרך להתרכז בממשק המשתמש ובמפרטים הטכניים.",0,שירה,Meeting_148
"כן, אני אדאג למפרטים הטכניים.",1,דני,Meeting_148
ואני אטפל בעיצוב ממשק המשתמש.,1,שירה,Meeting_148
"מעולה, ומה עם החיבור האלחוטי?",0,דני,Meeting_148
צריך לאשר את הזמינות שלו.,0,שירה,Meeting_148
אני אבדוק את זה עם צוות ה-Networking.,1,דני,Meeting_148
"טוב, אז לסיכום, אני על ה-The Big Lebowski והממשק.",0,שירה,Meeting_148
ואני על המפרטים והחיבור האלחוטי.,0,דני,Meeting_148
"נשמע טוב, מתי אתה יכול לסיים את המפרטים?",0,שירה,Meeting_148
אני חושב שאסיים עד סוף השבוע.,0,דני,Meeting_148
גם אני אנסה לסיים עד סוף השבוע.,0,שירה,Meeting_148
"מעולה, אז ניפגש ביום ראשון לראות מה השלמנו.",0,דני,Meeting_148
"סגור, יום ראשון זה מצוין.",0,שירה,Meeting_148
