utterance,label,speaker,meeting_id
"אוקיי, בואו נתחיל עם הדיון על המארזים האפשריים. יש לנו כמה אפשרויות לשקול.",0,דני,Meeting_109
"נכון, חשבתי על מארזים קומפקטיים יותר שיכולים לחסוך מקום ולתת יותר נוחות למשתמש.",0,נועה,Meeting_109
"זה רעיון טוב, אבל צריך לוודא שזה לא משפיע על ה-Cooling System שלנו.",0,רון,Meeting_109
אז נמשיך עם הבחינה של ה-User Interface Design ו-Cooling System לפני שנקבל החלטה סופית על המארז.,1,דני,Meeting_109
"בנוגע לתפקידים, אני אקח את הובלת הממשק משתמש.",1,יובל,Meeting_109
ואני אתמקד בהיבטים של הארכיטקטורה והתשתית של המוצר.,1,נועה,Meeting_109
אני אעבוד על האינטגרציה בין המודולים השונים.,1,רון,Meeting_109
"ובנוגע לתקציב, אנחנו צריכים להחליט על מחיר מכירה שזה יכלול מטרת רווח ועלות ייצור.",0,דני,Meeting_109
אני אאסוף נתונים על עלויות הייצור ונתחיל להעריך את מטרות הרווח שלנו.,1,יובל,Meeting_109
"כן, וגם נשלב את הממצאים מניתוח דרישות המשתמש והפונקציות הטכניות.",1,נועה,Meeting_109
נבדוק גם את הטרנדים בשוק כדי להבטיח שהעיצוב שלנו תחרותי.,1,רון,Meeting_109
אז אנחנו מסכמים שכולם יתחילו לעבוד על התחומים שלהם ונפגש בעוד שבוע לעדכונים.,1,דני,Meeting_109
