utterance,label,speaker,meeting_id
"היי כולם, בואו נתחיל. האם סיימנו את השיוך למשרדים ולמבקרים?",0,יובל,Meeting_156
"כן, סיימנו את זה אתמול. כל המשרדים מסודרים לפי הדרישות.",1,דנה,Meeting_156
"מצוין. עכשיו, לגבי מקור אנרגיה וסוללת גיבוי לשלט, יש הצעות?",0,יובל,Meeting_156
"חשבתי על שימוש ב-Li-Ion battery, אבל אולי כדאי לבדוק גם Solar panels.",0,רון,Meeting_156
"זה רעיון טוב, אפשר לשלב בין השניים כדי לוודא אמינות.",0,דנה,Meeting_156
"אוקיי, דנה, תבדקי את האפשרויות הללו ותכיני דוח.",1,יובל,Meeting_156
"בסדר, אטפל בזה ואגיש עד סוף השבוע.",1,דנה,Meeting_156
"עכשיו, לגבי התאמת העיצוב לדרישות המשתמש, מה המצב?",0,רון,Meeting_156
"בדקנו את ה-UI/UX, והכל נראה תואם למפרט.",1,יובל,Meeting_156
אולי כדאי שנעשה A/B Testing נוסף לשיפור.,0,דנה,Meeting_156
"רעיון טוב, נוכל לתכנן את זה לשבוע הבא.",1,יובל,Meeting_156
"לגבי עיצוב השלט, יש למישהו רעיונות ראשוניים?",0,רון,Meeting_156
חשבתי על עיצוב מינימליסטי עם כפתורים touch-sensitive.,0,דנה,Meeting_156
נשמע מעניין. מה לגבי פונקציונליות?,0,יובל,Meeting_156
אפשר לשלב גם Voice Control יחד עם כפתורים פיזיים.,0,רון,Meeting_156
"כן, זה יענה על צרכים של משתמשים שונים.",0,דנה,Meeting_156
אז סיכמנו שדנה תבדוק את זה ותציג רעיונות נוספים לפונקציונליות.,1,יובל,Meeting_156
"אין בעיה, אעשה זאת עד אמצע השבוע הבא.",1,דנה,Meeting_156
"ויובל, אתה תוכל לבדוק את נושא ה-A/B Testing?",0,רון,Meeting_156
"כן, אני אסדר את זה ונתאם מועדים לצוותים.",1,יובל,Meeting_156
"מצוין, אז יש לנו תוכנית פעולה ברורה להמשך.",0,דנה,Meeting_156
"תודה לכולם, שתהיה לנו המשך שבוע מוצלח.",0,יובל,Meeting_156
