utterance,label,speaker,meeting_id
"בוקר טוב לכולם, בואו נתחיל. קודם כל, אנחנו צריכים לחקור את האפשרות ליישום אינדיקטורי קול או LED.",0,דני,Meeting_221
"נכון, אני חושבת שלקוחות יעריכו את זה מאוד. איך נתחיל לחקור את האפשרויות האלה?",0,נועה,Meeting_221
אני יכול לבדוק את האופציות הקיימות בשוק ולראות מה מתאים לנו.,1,יוסי,Meeting_221
"מצוין, יוסי, נעמיד אותך על זה. מה לגבי שלט הרחוק? חשוב שהוא יהיה קל למצוא ולהחזיק בו.",0,דני,Meeting_221
אני מציע לבדוק עיצובים ארגונומיים ולהשתמש בחומרים עם תחושה שונה כדי שיהיה קל לזהות אותו במגע.,0,רותם,Meeting_221
"רעיון טוב, רותם. אתה יכול להתחיל לחפש עיצובים כאלה ולדווח חזרה?",1,דני,Meeting_221
"כן, אני אעשה את זה.",1,רותם,Meeting_221
"לגבי הקונספט הכללי, יש לנו דדליין להחלטה עד סוף הפגישה.",0,נועה,Meeting_221
"נכון, אנחנו צריכים להגיע להחלטה היום. יוסי, מה דעתך על האפשרויות ל-LED?",0,דני,Meeting_221
אני חושב שאפשר לשלב את זה בקלות בעיצוב הנוכחי. אני אבדוק את העלויות והאפשרויות ליישום.,1,יוסי,Meeting_221
"אוקיי, אנחנו צריכים לקבל החלטה על הקונספט. מה דעתכם?",0,דני,Meeting_221
"אני בעד לשלב את כל האפשרויות יחד, קול ו-LED, כדי לתת ללקוח חוויה עשירה יותר.",0,רותם,Meeting_221
גם אני חושבת שזה שילוב מנצח.,0,נועה,Meeting_221
"אז אנחנו מסכימים על שילוב של קול ו-LED. יוסי, תוכל להכין מסמך עם כל המידע שאנחנו צריכים?",1,דני,Meeting_221
"כן, אני אכין את המסמך ואעביר לכולם עד מחר.",1,יוסי,Meeting_221
"מעולה, נראה לי שסיימנו כאן. תודה לכולם על העזרה.",0,דני,Meeting_221
"תודה, דני. נתראה מחר.",0,רותם,Meeting_221
ביי לכולם.,0,יוסי,Meeting_221
להתראות.,0,נועה,Meeting_221
