utterance,label,speaker,meeting_id
"היי מיכל, מה שלומך? ראיתי את האימייל על הפונקציות של הכפתורים.",0,דני,Meeting_84
"היי דני, אני בסדר. כן, אנחנו צריכים להחליט על סוג הצ'יפ המתאים.",0,מיכל,Meeting_84
האם יש לך רעיון לגבי סוג הצ'יפ שצריך לבחור?,0,דני,Meeting_84
"חשבתי על ARM Cortex-M3, הוא מתאים לפרויקטים עם צריכת כוח נמוכה.",0,מיכל,Meeting_84
"נשמע טוב, אבל האם הוא תומך בכל הפונקציות שאנחנו צריכים?",0,דני,Meeting_84
"כן, הוא תומך ב-I2C, SPI, וגם ב-UART.",0,מיכל,Meeting_84
"זה חשוב, כי נצטרך את ה-UART לתקשורת.",0,דני,Meeting_84
"נכון, ויש לו גם תמיכה ב-ADC, שזה יכול להיות שימושי.",0,מיכל,Meeting_84
מסכימה. מתי את חושבת שנוכל לקבל את הדוגמאות לבדיקה?,0,דני,Meeting_84
אני יכולה לדבר עם הספק ולסדר את זה לשבוע הבא.,1,מיכל,Meeting_84
"מעולה. בינתיים, נתעדף את הפונקציות שאתה רוצה לבדוק קודם.",0,דני,Meeting_84
ברור. אז אני אדבר עם הספק ואשיג דוגמאות עד יום רביעי הבא.,1,מיכל,Meeting_84
"מצוין, תודה מיכל. תודיעי לי ברגע שיש עדכונים.",0,דני,Meeting_84
"בטח, אעדכן אותך מיד כשאקבל תשובה מהם.",0,מיכל,Meeting_84
יש עוד משהו שאנחנו צריכים לדון עליו בנושא הזה?,0,דני,Meeting_84
"לא, אני חושבת שכיסינו את הכל.",0,מיכל,Meeting_84
"בסדר גמור, אז נתראה בפגישה הבאה.",0,דני,Meeting_84
"כן, נתראה. שיהיה לך יום נפלא.",0,מיכל,Meeting_84
"גם לך, מיכל. להתראות.",0,דני,Meeting_84
