utterance,label,speaker,meeting_id
"היי מיכל, יש לנו בעיה עם ה-UI של המוצר החדש.",0,יונתן,Meeting_231
"כן, ראיתי את זה. אנחנו צריכים לשפר את ה-User Experience.",0,מיכל,Meeting_231
"נכון, אולי כדאי שנשתמש ב-React Native כדי לשפר את הביצועים.",0,יונתן,Meeting_231
מסכימה. זה יאפשר לנו גם תמיכה טובה יותר ב-Cross Platform.,0,מיכל,Meeting_231
בדיוק. ומה לגבי עיצוב השלט?,0,יונתן,Meeting_231
אנחנו צריכים לשקול את המגבלות בעלות הייצור בעת עיצוב השלט.,0,מיכל,Meeting_231
"זה רעיון טוב, נתחיל לעבוד על זה כבר השבוע.",1,יונתן,Meeting_231
אני אדאג ליצור בקשה לצוות העיצוב.,1,מיכל,Meeting_231
"מעולה, וגם נדבר עם מחלקת הייצור לגבי העלויות.",1,יונתן,Meeting_231
"כן, אני אדאג לתאם פגישה עם מחלקת הייצור.",1,מיכל,Meeting_231
"תודה, מיכל. נוודא שהכל מסודר עד סוף השבוע.",1,יונתן,Meeting_231
"אין בעיה, יונתן. אני אשלח לך עדכון מחר.",1,מיכל,Meeting_231
"טוב מאוד, אני גם אבדוק את ה-API החדש שהושק אתמול.",1,יונתן,Meeting_231
"מצוין, תעדכן אותי אם תמצא בעיות.",1,מיכל,Meeting_231
"בהחלט, נתראה בפגישה הבאה.",0,יונתן,Meeting_231
"נתראה, יונתן. שיהיה יום טוב.",0,מיכל,Meeting_231
