utterance,label,speaker,meeting_id
אני חושב שכדאי שניצור תכונה של טעינה חוזרת.,0,דני,Meeting_172
"בהחלט, חשוב שנזהה מתי הסוללות נמוכות.",0,מיכל,Meeting_172
איך נוכל למנוע אובדן של השלט במצב כזה?,0,יוסי,Meeting_172
נוכל להשתמש ב-API כדי לבדוק את רמת הסוללה.,0,דני,Meeting_172
"זה רעיון טוב, אבל צריך לוודא שה-API מתעדכן בזמן אמת.",0,מיכל,Meeting_172
נצטרך גם לכתוב Unit Tests כדי לבדוק את התפקוד.,0,יוסי,Meeting_172
אני לוקח עליי לכתוב את הממשק ל-API.,1,דני,Meeting_172
אני אעבוד על ההתראות למשתמש כשיש מצב סוללה נמוכה.,1,מיכל,Meeting_172
אני אפתח את ה-Unit Tests ונבדוק אותם בספרינט הבא.,1,יוסי,Meeting_172
נוכל לסיים את זה עד סוף השבוע?,0,דני,Meeting_172
"כן, נראה לי ריאלי.",0,מיכל,Meeting_172
"אני מסכים, נוכל לסיים את זה עד יום חמישי.",0,יוסי,Meeting_172
"אז אני מסכם: אני על ה-API, מיכל על ההתראות, ויוסי על ה-Unit Tests.",1,דני,Meeting_172
"כן, זה נשמע טוב.",0,מיכל,Meeting_172
"אוקי, אז נתחיל לעבוד על זה.",0,יוסי,Meeting_172
"מיכל, תעדכני אותי אם יש בעיות עם ההתראות.",0,דני,Meeting_172
"כמובן, נעדכן כשיהיה צורך.",0,מיכל,Meeting_172
"דני, תשלח לי את ה-API Specs בהקדם.",0,יוסי,Meeting_172
"אין בעיה, אשלח לך היום בערב.",0,דני,Meeting_172
