utterance,label,speaker,meeting_id
"אוקיי, בואו נעבור על המשימות שלנו לפגישת היום. איך אנחנו מתקדמים עם עיצוב המראה המודרני לאפליקציה?",0,דנה,Meeting_112
"יש לנו כבר כמה סקיצות ראשוניות, אבל צריך לוודא שהן מספיק פשוטות לשימוש.",0,יוסי,Meeting_112
"נכון, ה-UI חייב להיות אינטואיטיבי כדי לקלוע לשוק הצעיר. אני יכולה לקחת את זה על עצמי.",1,מיכל,Meeting_112
"נהדר, מיכל. תוכלי לסיים את זה עד סוף השבוע?",0,דנה,Meeting_112
"כן, זה אפשרי. אני אעבוד על זה ואסיים עד יום חמישי.",1,מיכל,Meeting_112
"לגבי ההתעקשויות, אני חושב שאנחנו צריכים לבדוק את ה-UX יותר לעומק.",0,יוסי,Meeting_112
"מסכימה, אבל חשוב שנשמור על קו פשוט בלי התעקשויות מיותרות.",0,דנה,Meeting_112
אני יכול לבדוק את ה-UX ולוודא שאין בעיות עם ההתעקשויות.,1,יוסי,Meeting_112
"תודה, יוסי. תוכלי לתת לנו עדכון עד יום שלישי הבא?",0,דנה,Meeting_112
"בהחלט, אני אשלח עדכון עד יום שלישי.",1,יוסי,Meeting_112
"כשאתה בודק את ה-UX, אולי כדאי שנעשה גם A/B Testing כדי לוודא שהשינויים עובדים.",0,מיכל,Meeting_112
"רעיון טוב, אני אכניס את זה לטסטים שלנו.",1,יוסי,Meeting_112
"אם אין עוד משהו, בואו נסיים ונמשיך לעבוד. תודה לכולם!",0,דנה,Meeting_112
