utterance,label,speaker,meeting_id
"היי לכולם, אנחנו צריכים להחליט על תכונות נוספות לשלט החדש. יש הצעות?",0,דנה,Meeting_232
אני חושב שכדאי להוסיף פונקצית חיפוש אוטומטית שתאפשר למצוא את השלט בקלות.,1,יוסי,Meeting_232
זה רעיון טוב. אבל חשוב לבדוק את התחרות ולראות איך הם עושים את זה.,0,רונית,Meeting_232
"נכון. יוסי, תוכל לחקור ולנתח נקודות חולשה של שלטי רחוק נוכחיים?",0,דנה,Meeting_232
"בטח, אני אעבוד על זה השבוע.",1,יוסי,Meeting_232
אולי כדאי גם לחקור את האפשרות לכלול מכשיר הכוונה לאיתור שלט הרחוק האבוד.,0,רונית,Meeting_232
"זה נשמע כמו רעיון נהדר. רונית, תוכלי לקחת את זה על עצמך?",0,דנה,Meeting_232
"כן, אוכל להתחיל בזה מיד אחרי שאני אסיים עם הפרויקט הנוכחי.",1,רונית,Meeting_232
"לגבי הצ'יפ המתקדם, יש לנו כמה אפשרויות. אולי כדאי לדון בזה לעומק במפגש הבא.",0,יוסי,Meeting_232
"מסכימה. יוסי, הכין דוח על האפשרויות לצ'יפ המתקדם לשבוע הבא.",1,דנה,Meeting_232
כדאי גם לחשוב על השפעת העלויות של צ'יפ מתקדם על המחיר הסופי של המוצר.,0,רונית,Meeting_232
"כן, זה בהחלט חשוב. אשלח עדכון על כך בסוף השבוע.",1,יוסי,Meeting_232
בסדר גמור. תודה לכולם על ההשתתפות והעבודה הקשה.,0,דנה,Meeting_232
"תודה דנה, שיהיה יום טוב לכולם.",0,יוסי,Meeting_232
להתראות!,0,רונית,Meeting_232
