utterance,label,speaker,meeting_id
"היי יוסי, ראיתי את הדאטה האחרון מהבונה הסיכום, ונראה שיש שם משהו מעניין.",0,דנה,Meeting_168
"כן, גם אני שמתי לב. צריך לנתח את ההתנהגות של האלגוריתם שם.",1,יוסי,Meeting_168
"האם יש לך זמן היום אחה""צ להתחיל לעבוד על זה?",0,דנה,Meeting_168
"כן, אני יכול להתחיל בזה אחרי הישיבה של 14:00.",0,יוסי,Meeting_168
מעולה. אולי כדאי שנעשה Code Review אחרי שננתח את הנתונים?,0,דנה,Meeting_168
נשמע טוב. אני אכין גם דוח ראשוני מהניתוח.,1,יוסי,Meeting_168
תודה. אעדכן את שאר הצוות על ההתקדמות.,0,דנה,Meeting_168
"בסדר, אני מחכה לראות איך האלגוריתם מתמודד עם המקרים המורכבים יותר.",0,יוסי,Meeting_168
"כן, זו תהיה נקודה חשובה. נוכל לשפר את ה-Algorithm Efficiency.",0,דנה,Meeting_168
בדיוק. אני גם אבדוק את ה-Integration עם המערכות הקיימות שלנו.,1,יוסי,Meeting_168
יופי. אנחנו צריכים לדאוג שהכל יתבצע בצורה חלקה.,0,דנה,Meeting_168
"אין בעיה, אני על זה. נעשה גם QA אחרי שהכל מוכן.",1,יוסי,Meeting_168
מצוין. אעדכן את לוח הזמנים שלנו בהתאם להתקדמות.,0,דנה,Meeting_168
"יופי, אז אנחנו מסודרים להיום. נתראה בפגישה.",0,יוסי,Meeting_168
"נתראה, יוסי. בהצלחה עם הניתוח!",0,דנה,Meeting_168
