utterance,label,speaker,meeting_id
"שלום רותם, איך הולך?",0,דני,Meeting_99
"היי דני, הכל טוב, איך אצלך?",0,רותם,Meeting_99
"בסדר גמור, אבל יש לנו כמה דברים שצריך לטפל בהם היום.",0,דני,Meeting_99
מה בתוכנית?,0,רותם,Meeting_99
"קודם כל, צריך לשתף את המצגות ולשלוח אותן במייל לצורך התייחסות מהצוות.",1,דני,Meeting_99
"בסדר, אני אטפל בזה עד סוף היום.",1,רותם,Meeting_99
מצוין. עוד משהו שעלה זה הדאגות לגבי רמות הרעש במשרדים משותפים.,0,דני,Meeting_99
"כן, שמעתי על זה. אולי כדאי שנקבע פגישה עם מחלקת האחזקה.",1,רותם,Meeting_99
נשמע רעיון טוב. נדבר איתם היום?,0,דני,Meeting_99
"כן, אני אדאג לזה.",1,רותם,Meeting_99
"לגבי הערכת סימון הראשיים ומחרוזות ארוכות כייחידה אחת, איך אנחנו מתקדמים?",0,דני,Meeting_99
אני עובד על זה ואסיים עד מחר.,1,רותם,Meeting_99
מעולה. יש גם צורך לערוך את מלאי העלויות של מכשירים אחרים המשתמשים בזיהוי קולי.,0,דני,Meeting_99
"נכון, זה גם עליי. אני אעבוד על זה אחר הצהריים.",1,רותם,Meeting_99
"תודה, רותם. אז בואו נסכם: אתה תשתף את המצגות, תקבע פגישה עם האחזקה, ותסיים את העבודה על הערכת הסימון והמלאי.",0,דני,Meeting_99
"נכון, אני אתחיל עם זה מיד.",1,רותם,Meeting_99
מצוין. תודה רבה על העזרה.,0,דני,Meeting_99
"אין בעד מה, דני. שיהיה יום מוצלח.",0,רותם,Meeting_99
"גם לך, רותם.",0,דני,Meeting_99
