utterance,label,speaker,meeting_id
"בוקר טוב לכולם, בואו נתחיל עם תהליך ההערכה והניתוח. יש למישהו רעיונות איך נוכל לשפר את היעילות?",0,יוסי,Meeting_198
אני חושבת שאנחנו צריכים להשתמש ב-Machine Learning כדי לנתח את הנתונים בצורה יותר מדויקת.,0,נועה,Meeting_198
"זה רעיון טוב. נועה, תוכלי לקחת את זה כמשימה ולבדוק את האפשרויות?",1,יוסי,Meeting_198
"כן, בטח. אטפל בזה ואחזיר עד סוף השבוע.",1,נועה,Meeting_198
"בנושא של השלט הרחוק, אני מציע שנבדוק טעינת USB-C להארכת חיי הסוללה.",0,אבי,Meeting_198
"מסכימה, זה יכול להיות פתרון מצוין. אבי, תוכל לנהל את הבדיקה?",1,דנה,Meeting_198
"כן, אעשה זאת עד יום שלישי הבא.",1,אבי,Meeting_198
"לגבי מספר הכפתורים המיוחדים, מה דעתכם?",0,יוסי,Meeting_198
"לדעתי, שלושה כפתורים יספיקו. נוכל להשתמש ב-Feedback מהמשתמשים כדי להחליט.",0,דנה,Meeting_198
"בסדר, נתחיל עם שלושה כפתורים ונתאים לפי הצורך.",1,יוסי,Meeting_198
"ומה לגבי רעיונות הרכיבים, איזה מקור אנרגיה נבחר?",0,נועה,Meeting_198
"אני בעד סוללות ליתיום, הן אמינות ועמידות לאורך זמן.",0,אבי,Meeting_198
ומה לגבי חומר למארז?,0,דנה,Meeting_198
"אני מציע לשקול פלסטיק ממוחזר, זה גם סביבתי וגם יעיל מבחינת עלות.",0,יוסי,Meeting_198
"נשמע טוב, אז נסיים את הבחירות האלה בפגישה הבאה?",1,נועה,Meeting_198
"כן, נסכם את הכל ונחליט סופית בשבוע הבא.",1,יוסי,Meeting_198
