utterance,label,speaker,meeting_id
אנחנו צריכים לעדכן את הסיכום כדי שיטפל במדידות חשיבות שונות ובבחירת קטעים.,0,דנה,Meeting_245
"נכון, זה יכול לשפר את ה-User Experience בצורה משמעותית.",0,יוסי,Meeting_245
"לגבי סכימת הצבעים, אני חושב שנלך על משהו יותר מודרני ונקי.",1,רותם,Meeting_245
"כן, וגם לשים את הלוגו בפינה הימנית העליונה.",1,דנה,Meeting_245
מה לגבי התכונות המתקדמות? אנחנו צריכים שיהיו מוסתרות לגישה קלה.,1,יוסי,Meeting_245
זה רעיון טוב. אני אעבוד על זה.,1,רותם,Meeting_245
"ובנוגע לבדוק חסרי ההעתקה, אנחנו חייבים לסיים את זה עד סוף השבוע.",1,דנה,Meeting_245
"מסכים, זה חשוב מאוד להבטיח את האיכות.",0,יוסי,Meeting_245
"אני יכול לבדוק את זה, צריך רק גישה ל-Git repository.",1,רותם,Meeting_245
"אין בעיה, אני אשלח לך את הפרטים בהמשך היום.",1,דנה,Meeting_245
"דנה, תוכלי לעדכן את הסיכום לגבי המדידות?",1,יוסי,Meeting_245
"כמובן, אעשה את זה עד מחר בערב.",1,דנה,Meeting_245
"יוסי, אתה תטפל בסכימת הצבעים ולוגו?",1,רותם,Meeting_245
"כן, אני אעבוד על זה היום בערב.",1,יוסי,Meeting_245
"מעולה, נמשיך להתעדכן.",0,דנה,Meeting_245
