utterance,label,speaker,meeting_id
"היי חברים, בואו נתחיל את הפגישה. יש לנו הרבה נושאים לעבור עליהם היום.",0,דני,Meeting_101
"נכון, צריך לסיים את ה-final proposal ולהפיץ אותו. מי לוקח על עצמו?",0,נועה,Meeting_101
אני יכול לקחת את זה על עצמי.,1,יוסי,Meeting_101
"מעולה, יוסי. תוכל לשלוח את זה לכולם עד סוף היום?",0,דני,Meeting_101
"כן, עד 5 בערב זה יהיה אצל כולם.",1,יוסי,Meeting_101
יש גם את העניין של ה-code review של הפיצ'ר החדש.,0,נועה,Meeting_101
אני אטפל בזה.,1,אורן,Meeting_101
"אוקיי, אורן. מתי זה יהיה מוכן?",0,דני,Meeting_101
אני אעשה את זה עד מחר בצהריים.,1,אורן,Meeting_101
מצוין. מה לגבי ה-QA testing של האפליקציה?,0,דני,Meeting_101
אני יכולה להתחיל היום ולסיים עד יום חמישי.,1,מאיה,Meeting_101
והאם מישהו עבד על ה-API documentation?,0,נועה,Meeting_101
"אני עבדתי על זה, אבל צריך עוד לעבור עליו.",0,יוסי,Meeting_101
תוכל לסיים את זה עד סוף השבוע?,0,דני,Meeting_101
"כן, עד יום שישי זה יהיה מוכן.",1,יוסי,Meeting_101
עוד משהו שאנחנו צריכים להתייחס אליו?,0,מאיה,Meeting_101
אולי כדאי לבדוק את ה-backup strategy שלנו?,0,אורן,Meeting_101
"נכון, זה חשוב. מי יכול לבדוק את זה?",0,נועה,Meeting_101
אני אבדוק את זה במהלך השבוע.,1,דני,Meeting_101
"טוב, נשמע שיש לנו הרבה עבודה.",0,מאיה,Meeting_101
"כן, אבל אם נתחיל לעבוד מיד, נסיים הכל בזמן.",0,דני,Meeting_101
