utterance,label,speaker,meeting_id
"חבר'ה, בוקר טוב. בואו נתחיל. יש לנו כמה נושאים חשובים לדון היום.",0,דני,Meeting_4
"כן, דני. קודם כל, עלינו לשקול ליישם הצעות לשיפור בעיצוב.",1,נועה,Meeting_4
"נכון, יש לנו כמה רעיונות שיכולים לשפר את ה-UI/UX של המוצר.",1,רן,Meeting_4
מצוין. האם נוכל גם לשמור על עלויות המוצר מתחת ל-12.50 יורו?,1,דני,Meeting_4
"זה אתגר, אבל אני חושבת שאפשר לעשות את זה אם ננהל את התקציב נכון.",1,נועה,Meeting_4
אנחנו יכולים לבדוק אפשרויות של חומרים זולים יותר או לשפר את תהליך הייצור.,1,רן,Meeting_4
"נשמע טוב. בנוסף, יש לנו משימה לשיתוף פעולה ביצירת מראה ותחושה ייחודי לשלט רחוק.",1,דני,Meeting_4
אולי כדאי לחשוב על שילוב של חומרים שונים כדי ליצור עיצוב בולט.,0,נועה,Meeting_4
"כן, ויש לנו את הכלים לבצע A/B Testing על עיצובים שונים כדי לראות מה עובד הכי טוב.",0,רן,Meeting_4
"רן, תוכל להתחיל לעבוד על זה ולשתף אותנו במסקנות בהמשך השבוע?",1,דני,Meeting_4
"בהחלט, אני אתחיל על זה ואעדכן אתכם ביום חמישי.",1,רן,Meeting_4
"דני, אני אעבוד על התקציב כדי לראות איך אנחנו מתמודדים עם המגבלות הקיימות.",1,נועה,Meeting_4
נשמע טוב. יש עוד משהו שצריך לדון בו?,0,דני,Meeting_4
"לא, נראה שדיברנו על הכל.",0,רן,Meeting_4
תודה לכולם על הזמן וההשקעה. נשתמע בפגישה הבאה.,0,נועה,Meeting_4
"תודה, חבר'ה. שיהיה יום טוב.",0,דני,Meeting_4
יום טוב לכולם.,0,רן,Meeting_4
יום טוב.,0,נועה,Meeting_4
