utterance,label,speaker,meeting_id
"אהלן, רציתי לדבר על הפוטנציאל של שימוש בכיסויים נשלפים. האם למישהו יש תובנות?",0,דני,Meeting_159
"כן, חשבתי שזה יכול לשפר את ה-UX שלנו.",0,נועה,Meeting_159
מסכים. צריך לבדוק את ההשפעה על ה-performance של המוצר.,0,רועי,Meeting_159
אני יכולה לקחת את זה על עצמי ולחקור את הנושא.,1,שירה,Meeting_159
"מעולה, שירה. נוכל לקבוע deadline לסוף השבוע?",1,דני,Meeting_159
"כן, אני יכולה להתחייב ליום ראשון בבוקר.",1,שירה,Meeting_159
"בנוסף, כדאי לראות איך זה משפיע על ה-security.",0,נועה,Meeting_159
"נכון, אני אתחיל לבדוק את זה.",1,רועי,Meeting_159
"רועי, תוכל לתת לנו update ביום רביעי?",1,דני,Meeting_159
"בהחלט, אעדכן אתכם ביום רביעי.",1,רועי,Meeting_159
יש עוד משהו שצריך לקחת בחשבון?,0,שירה,Meeting_159
אולי כדאי לדבר עם ה-design team על האפשרויות.,0,נועה,Meeting_159
"כן, אני אדאג לזה.",1,דני,Meeting_159
יש לנו עוד פגישת sync השבוע?,0,שירה,Meeting_159
אנחנו מתוכננים להיפגש ביום חמישי.,0,רועי,Meeting_159
אז נסכם את הכל שם.,0,נועה,Meeting_159
בסדר גמור. שיהיה לכולם יום טוב!,0,דני,Meeting_159
