utterance,label,speaker,meeting_id
"היי עומר, ישבנו על הפרויקט של ה-UI Design וזיהינו כמה פונקציות שצריך לטמן.",0,דנה,Meeting_64
"היי דנה, כן, אנחנו צריכים לכוונן את הפונקציות של בהירות, צבע וניגודיות.",0,עומר,Meeting_64
"נכון, תוכל לקחת על עצמך את הכוונון של הפונקציה של הבהירות?",0,דנה,Meeting_64
"בטח, אני יכול לטפל בזה. מתי את צריכה שזה יהיה מוכן?",0,עומר,Meeting_64
"אם תוכל לסיים את זה עד יום חמישי הבא, זה יהיה מעולה.",1,דנה,Meeting_64
מסכים. אני אעבוד על זה ואודיע לך כשזה מוכן.,1,עומר,Meeting_64
"מעולה, תודה. ומה עם פונקציית הצבע?",0,דנה,Meeting_64
"אני אעביר את זה ליעל, היא טובה עם דברים כאלה.",0,עומר,Meeting_64
"בסדר גמור, אני אדבר איתה על זה.",0,דנה,Meeting_64
ומה לגבי הניגודיות?,0,עומר,Meeting_64
אני חושבת שאוכל לטפל בזה בעצמי.,0,דנה,Meeting_64
"נפלא, אז אנחנו מסודרים. אם יש בעיות, את יודעת לאן לפנות.",0,עומר,Meeting_64
"בהחלט, תודה עומר.",0,דנה,Meeting_64
"היי דנה, שמעתי שאני צריכה לעבוד על פונקציית הצבע, נכון?",0,יעל,Meeting_64
"כן יעל, תוכלי להתחיל בזה?",0,דנה,Meeting_64
"בטח, אני אתחיל בזה מחר בבוקר. יש דדליין?",0,יעל,Meeting_64
"אם תוכלי לסיים עד סוף השבוע, זה יהיה נהדר.",1,דנה,Meeting_64
"מסכימה, אעדכן כשאסיים.",1,יעל,Meeting_64
"מעולה, תודה יעל.",0,דנה,Meeting_64
אני צריך לוודא שיש לנו את כל ה-APIs הדרושים לאינטגרציה.,0,עומר,Meeting_64
"נכון, תוכל לבדוק את זה ברשימת המעקב?",0,דנה,Meeting_64
"כן, אני אעשה את זה היום אחר הצהריים.",1,עומר,Meeting_64
"בסדר גמור, תעדכן אותי.",0,דנה,Meeting_64
"עומר, יש לך את המסמכים של ה-APIs?",0,יעל,Meeting_64
"כן, אני אשלח לך את זה במייל.",0,עומר,Meeting_64
תודה רבה!,0,יעל,Meeting_64
