utterance,label,speaker,meeting_id
"שלום, חברים. איך אנחנו מתקדמים בפרויקט?",0,יוסי,Meeting_60
אנחנו צריכים לשקול אפשרויות שונות של מעגלים משולבים (ICs) לפרויקט שלנו.,0,דנה,Meeting_60
אני חושב שכדאי לבדוק את האפשרויות של Texas Instruments ו-Analog Devices.,0,רן,Meeting_60
"אוקיי, אני אבדוק את זה ואחזיר תשובה עד סוף השבוע.",1,דנה,Meeting_60
"לגבי ההקרנה של הסרט באפריל, יש הצעות?",0,יוסי,Meeting_60
"אני בעד להקרין את ""איירון מן"".",0,רן,Meeting_60
"זה רעיון טוב, אני אוהבת את הסרט הזה.",0,דנה,Meeting_60
"סגור, נלך על זה. נוודא שזה יקרה באפריל.",1,יוסי,Meeting_60
האם יש עוד משהו שאנחנו צריכים לדון בו?,0,רן,Meeting_60
"כן, חשוב שנשמור מסמכים בכל פעם שאנחנו יוצרים משהו חדש.",0,דנה,Meeting_60
"נכון, אני אטפל בזה ואחזור אליכם עם מערכת שמירה מרכזית עד יום שני.",1,יוסי,Meeting_60
"מצוין, זה יקל עלינו מאוד.",0,רן,Meeting_60
יש עוד נושאים?,0,דנה,Meeting_60
אני חושב שזה הכל להיום. תודה לכולם על ההשתתפות.,0,יוסי,Meeting_60
"תודה לכם, נתראה מחר.",0,רן,Meeting_60
"נתראה, יום טוב.",0,דנה,Meeting_60
יום טוב גם לכם.,0,יוסי,Meeting_60
