utterance,label,speaker,meeting_id
"בוקר טוב לכולם, בואו נתחיל את הפגישה. יש לנו הרבה נושאים לסגור היום.",0,עדי,Meeting_165
בוקר טוב! הייתי רוצה שנתחיל עם העיצוב והמיקום של הכפתורים בשלט הרחוק.,0,יוסי,Meeting_165
"אני מסכימה, זה נושא חשוב. יש לנו רעיונות לגבי ה-UI וה-UX של השלט.",0,נועה,Meeting_165
"מצוין, אז אנחנו יכולים להתחיל עם סקיצה ראשונית וללכת משם.",1,עדי,Meeting_165
אני יכול לקחת את האחריות על זה ולעבוד עם צוות העיצוב.,1,יוסי,Meeting_165
"מעולה, יוסי. מה לגבי אישיות הצבעים לאפשרויות השלט?",0,עדי,Meeting_165
"אני חושבת שאנחנו צריכים ללכת על משהו ניטרלי, אבל עם אפשרות להתאמה אישית.",0,נועה,Meeting_165
"כן, זה רעיון טוב. אולי נשתמש ב-Color Palette שמאפשרת גמישות.",0,יוסי,Meeting_165
"נועה, את יכולה לחקור את הנושא הזה ולחזור אלינו עם המלצות?",1,עדי,Meeting_165
"כן, אני אעשה את זה ואעדכן אתכם השבוע.",1,נועה,Meeting_165
ומה לגבי הכפתורים הפחות שימושיים? האם יש אפשרות להפוך אותם לכפתורים מוסתרים?,0,יוסי,Meeting_165
"זה רעיון טוב, צריך לבדוק איך זה משפיע על ה-Accessibility.",0,עדי,Meeting_165
"נכון, אני אבדוק את זה גם ואדאג שאנחנו עומדים בכל התקנים.",1,נועה,Meeting_165
בסדר גמור. יש עוד דברים שצריך לדון בהם?,0,יוסי,Meeting_165
אני חושבת שזה מכסה את הנושאים המרכזיים להיום.,0,עדי,Meeting_165
"אוקיי, אז אני אעבוד על הסקיצה של השלט עם צוות העיצוב.",1,יוסי,Meeting_165
ואני אבצע את המחקר לגבי צבעים וכפתורים מוסתרים.,1,נועה,Meeting_165
"תודה רבה לכולם, נתראה בפגישה הבאה עם עדכונים.",0,עדי,Meeting_165
"תודה, להתראות.",0,יוסי,Meeting_165
להתראות.,0,נועה,Meeting_165
