utterance,label,speaker,meeting_id
"היי יעל, ראיתי את ה-Figma החדש. מה דעתך על העיצוב?",0,דני,Meeting_224
"אני חושבת שזה נראה טוב, אבל צריך לוודא שזה עומד בהגבלות עלות.",0,יעל,Meeting_224
"נכון. יש גם חשיבות להעדפות המשתמשים, שנצטרך לאסוף יותר פידבק.",0,דני,Meeting_224
מסכימה. אני יכולה לקחת את הצד של איסוף הפידבק מהמשתמשים.,1,יעל,Meeting_224
מעולה. אני אעבור על ה-CSS ונראה אם יש מקום לשיפור.,1,דני,Meeting_224
"לגבי ה-UI responsiveness, אני חושבת שאנחנו צריכים לבדוק את זה על מכשירים ישנים יותר.",0,יעל,Meeting_224
"נכון, אפשר לבדוק את זה באמצעות BrowserStack.",0,דני,Meeting_224
"טוב, אז אני אעשה את זה בהמשך השבוע.",1,יעל,Meeting_224
יש עוד משהו לגבי ה-API integration?,0,דני,Meeting_224
אני חושבת שצריך לבדוק את ה-Endpoints ולוודא שהכל מסונכרן.,0,יעל,Meeting_224
"אוקיי, אני אדבר עם צוות ה-Backend על זה.",1,דני,Meeting_224
מתי אתה מתכוון לעשות את זה?,0,יעל,Meeting_224
עד סוף היום אני אשלח להם מייל.,1,דני,Meeting_224
"נשמע טוב. לגבי ה-Deployment, אנחנו מוכנים לשלב הבא?",0,יעל,Meeting_224
"כן, אבל כדאי לוודא שאין בעיות ב-QA קודם.",0,דני,Meeting_224
אני אדבר עם ליאור שיבדוק את זה.,1,יעל,Meeting_224
"תודה, יעל. זה ממש חשוב שנעמוד בזמנים.",0,דני,Meeting_224
"ברור, אני אעדכן אותך אם יהיו בעיות.",0,יעל,Meeting_224
"טוב, אז נסכם שכל אחד יעבוד על המשימות שלו ונעדכן בהמשך.",0,דני,Meeting_224
בהחלט. שיהיה יום מוצלח!,0,יעל,Meeting_224
"תודה, יעל. גם לך!",0,דני,Meeting_224
