utterance,label,speaker,meeting_id
מה דעתכם על הוספת סרגל גלילה לאפליקציה שלנו?,0,דני,Meeting_22
אני חושבת שזה יכול לשפר את ה-UX בצורה משמעותית.,0,נועה,Meeting_22
"כן, אבל צריך לוודא שזה לא יכביד על ה-performance.",0,יוסי,Meeting_22
נכון. אולי כדאי גם לשקול זיהוי קול כקיצור דרך.,0,דני,Meeting_22
זה רעיון מעניין. כדאי שנצייר את הקונספט על הלוח כדי לראות איך זה יראה.,1,נועה,Meeting_22
מסכים. נוכל לנסות גם את ה-prototyping אחרי זה.,0,יוסי,Meeting_22
בואו נעשה את זה עכשיו.,0,דני,Meeting_22
"לפני שמתחילים, אנחנו צריכים לדאוג לתייג קופסאות בצורה תקינה למעבר משרד.",1,נועה,Meeting_22
אני אטפל בזה אחר הצהריים.,0,יוסי,Meeting_22
"מעולה, אז נועה תתחיל לצייר על הלוח ואני אעזור.",0,דני,Meeting_22
"בסדר, אני אתחיל עם הדיאגרמה של ה-UI.",0,נועה,Meeting_22
"בזמן שאתם עובדים על זה, אני אבדוק את התאימות של ה-scroll bar עם המערכת שלנו.",1,יוסי,Meeting_22
"נשמע טוב. יוסי, תוכל לעדכן אותנו ברגע שתסיים?",0,דני,Meeting_22
"כמובן, אשלח עדכון ב-slack.",0,יוסי,Meeting_22
אנחנו צריכים לסיים את הקונספט עד סוף היום.,1,נועה,Meeting_22
"כן, יש לנו הרבה עבודה.",0,דני,Meeting_22
אני אחזור עם תוצאות הבדיקה עד הערב.,1,יוסי,Meeting_22
"תודה יוסי, זה יעזור לנו מאוד.",0,נועה,Meeting_22
בואו נתחיל לעבוד.,0,דני,Meeting_22
