utterance,label,speaker,meeting_id
"חבר'ה, בואו נתחיל בדיון. קודם כל, אנחנו צריכים לבחון ולנתח את עלויות הייצור.",0,יוסי,Meeting_175
"נכון, זה חשוב מאוד. יש לנו כמה נתונים חדשים שיכולים לשפוך אור על העניין.",0,נועה,Meeting_175
אני יכול לקחת את המשימה הזאת ולעשות את הניתוח עד יום ראשון הבא.,1,דוד,Meeting_175
"מעולה, דוד. תודה.",0,יוסי,Meeting_175
"לגבי האפשרות לשילוב שימוש בזיהוי קולי ומשחקים, מה דעתכם?",0,רחל,Meeting_175
זה יכול להיות פיצ'ר מעניין מאוד. אני חושבת שאפשר להתחיל ב-Proof of Concept.,0,נועה,Meeting_175
כדאי לבדוק את ה-SDKs שיש בשוק. אולי נוכל להשתמש ב-Google או Amazon.,0,יוסי,Meeting_175
אני יכולה לבדוק את זה ולחזור עם תוצאות עד סוף השבוע.,1,רחל,Meeting_175
נשמע טוב. צריך גם לבדוק את ה-API compatibility.,0,דוד,Meeting_175
אני אעשה רישום של כל ה-APIs הרלוונטיים ונבחן אותם יחד.,1,נועה,Meeting_175
"אז נועה, את תעשי את זה עד יום חמישי?",0,יוסי,Meeting_175
"כן, אין בעיה.",0,נועה,Meeting_175
מה לגבי משחקים? יש הצעה לאיזה סוג של משחקים כדאי לשלב?,0,רחל,Meeting_175
אולי משחקי חידות שישלבו את היכולות של זיהוי קולי.,0,יוסי,Meeting_175
זה רעיון טוב. אני יכול לעצב wireframe ראשוני.,1,דוד,Meeting_175
"אז דוד, תוכל לעשות את זה עד יום שלישי?",0,רחל,Meeting_175
"כמובן, אני על זה.",0,דוד,Meeting_175
"יופי, נשמע שאנחנו מתקדמים בכיוונים טובים.",0,יוסי,Meeting_175
"אוקיי, אז אנחנו מסכמים את המשימות ונמשיך לעדכן את כולנו.",0,נועה,Meeting_175
