utterance,label,speaker,meeting_id
"היי חבר'ה, איך מתקדם הפרויקט שלנו עם השלטים?",0,דניאל,Meeting_47
"היי דניאל, אנחנו עדיין עובדים על ה-UI/UX אבל יש לנו כמה רעיונות לשיפור האינטראקציות של המשתמשים.",0,נועה,Meeting_47
"נכון, אני מתמקדת ב-In-app notifications כדי לשפר את התקשורת עם המשתמשים.",1,קנדרה,Meeting_47
"זה נשמע מצוין. יש לנו גם בעיות ב-API integration, אני אעבוד על זה יותר מאוחר היום.",1,איתי,Meeting_47
"יופי, איתי. תעדכן אותי איך זה מתקדם.",0,דניאל,Meeting_47
אני חושבת שכדאי לבדוק את ה-Usability testing כדי לוודא שהשלטים באמת נוחים לשימוש.,0,נועה,Meeting_47
"כן, זה יהיה חשוב. אולי נוכל לעשות A/B testing לשלטים.",0,קנדרה,Meeting_47
אני אסגור את זה עם צוות ה-QA ונבצע את הבדיקות בהקדם.,1,איתי,Meeting_47
מצוין. מה לגבי ה-Database optimization? יש שם צורך בעבודה נוספת?,0,דניאל,Meeting_47
"כן, אני אעבוד על זה במהלך השבוע.",1,נועה,Meeting_47
"רוצה שאעזור לך עם זה, נועה?",0,קנדרה,Meeting_47
"תודה, קנדרה. אשלח לך פרטים על זה מחר.",0,נועה,Meeting_47
"מעבר לזה, יש עוד משהו שצריך לטפל בו?",0,איתי,Meeting_47
"לא כרגע, אבל תעדכנו אותי אם יש עוד משהו שעולה.",0,דניאל,Meeting_47
אני רוצה לסיים את ה-In-app notifications עד סוף השבוע.,1,קנדרה,Meeting_47
ואני אסיים את ה-API integration עד יום חמישי.,1,איתי,Meeting_47
אעבוד על ה-Database optimization ואנסה לסיים עד יום שישי.,1,נועה,Meeting_47
"טוב, שיהיה לכולנו בהצלחה עם המשימות.",0,דניאל,Meeting_47
"תודה, נתראה בפגישה הבאה!",0,קנדרה,Meeting_47
"להתראות, שיהיה יום טוב.",0,איתי,Meeting_47
