utterance,label,speaker,meeting_id
אז מה אנחנו צריכים לעשות היום?,0,דנה,Meeting_5
"קודם כל, נדבר על המראה והתחושה של השלט.",0,יובל,Meeting_5
"כן, אני אעבוד על המראה, התחושה והעיצוב של השלט.",1,קייט,Meeting_5
"מצוין, קייט. חשוב שזה יהיה גם אטרקטיבי וגם פונקציונלי.",0,דנה,Meeting_5
"נכון, והכי חשוב שזה יהיה פשוט לשימוש.",0,יובל,Meeting_5
אני אעשה סקיצות ראשוניות ואציג אותן במפגש הבא.,1,קייט,Meeting_5
"מעולה, קייט. ועכשיו, לגבי סוג הסוללה, מה האפשרויות שלנו?",0,דנה,Meeting_5
"יש לנו כמה אפשרויות: סוללה קונבנציונלית, דינמו ידנית, קינטית או סולארית.",0,יובל,Meeting_5
מה היתרונות והחסרונות של כל אחת?,0,דנה,Meeting_5
סוללה קונבנציונלית היא זולה אבל דורשת החלפה תדירה.,0,יובל,Meeting_5
דינמו ידנית לא מצריכה החלפה אבל דורשת אנרגיה מהמשתמש.,0,קייט,Meeting_5
קינטית משתמשת בתנועה אבל לא תמיד יעילה.,0,יובל,Meeting_5
וסולארית?,0,דנה,Meeting_5
סולארית היא ידידותית לסביבה אבל לא תמיד זמינה בתוך מבנה.,0,יובל,Meeting_5
"יובל, תוכל להחליט על סוג הסוללה ולתאם את ההזמנה?",1,דנה,Meeting_5
"כן, אני אעשה את זה עד סוף השבוע.",1,יובל,Meeting_5
"יובל, תוכל לשלוח לי את המפרטים הטכניים של הסוללות?",1,קייט,Meeting_5
"כמובן, אשלח לך היום אחר הצהריים.",1,יובל,Meeting_5
"תודה, יובל. זה יעזור לקייט עם העיצוב.",0,דנה,Meeting_5
אני אבדוק את המפרטים ואשלב אותם בעיצוב.,1,קייט,Meeting_5
"אם יש שאלות, אני כאן לעזור.",0,יובל,Meeting_5
"טוב, אז נעשה סיכום קצר של מה שדיברנו עליו.",0,דנה,Meeting_5
קייט תעבוד על עיצוב השלט ואני אחליט על סוג הסוללה.,1,יובל,Meeting_5
אני אציג סקיצות במפגש הבא.,1,קייט,Meeting_5
יובל ישלח מפרטים לקייט.,1,דנה,Meeting_5
ומה המועד הבא שלנו לפגישה?,0,יובל,Meeting_5
"שבוע הבא, באותו יום ושעה.",0,דנה,Meeting_5
