utterance,label,speaker,meeting_id
"היי רוני, צריך לבדוק את עיצוב ממשק השלט הרחוק בהתאם לדרישות המשתמש.",0,דניאל,Meeting_191
"כן, אני מסכימה. זה מאוד חשוב לוודא שה-UI מתאים למה שהצרכנים צריכים.",0,רוני,Meeting_191
אז מי יכול לקחת את המשימה הזאת?,0,דניאל,Meeting_191
אני יכולה לבדוק את ה-UI ולהשוות את זה ל-user requirements.,1,רוני,Meeting_191
"מעולה, תודה רוני. ומה לגבי נוחות השימוש?",0,דניאל,Meeting_191
נוכל לבצע usability testing כדי לוודא שהממשק ידידותי.,0,רוני,Meeting_191
"נכון, מי יוכל לקחת את זה?",0,דניאל,Meeting_191
אני אעשה את ה-usability testing ואתן לכם פידבק.,1,יוסי,Meeting_191
"יופי, יוסי. מתי תוכל להתחיל?",0,דניאל,Meeting_191
אני יכול להתחיל ביום ראשון הבא.,0,יוסי,Meeting_191
ומה הדד-ליין להשלמת כל הבדיקות?,0,רוני,Meeting_191
אני חושב שנסיים תוך שבועיים.,0,דניאל,Meeting_191
"אוקיי, אני אעמוד בזה.",1,יוסי,Meeting_191
"תודה חברים, זה יעזור לנו לשפר את המוצר.",0,דניאל,Meeting_191
"אין בעד מה, חשוב שהמוצר יהיה איכותי.",0,רוני,Meeting_191
"נכון, זה קריטי להצלחה שלנו בשוק.",0,יוסי,Meeting_191
