utterance,label,speaker,meeting_id
"אוקיי, בואו נתחיל עם חישוב נפח הייצור הנדרש כדי לעמוד במטרות הרווח שלנו.",0,דניאל,Meeting_201
אני יכול לקחת את זה על עצמי ולוודא שיש לנו את המספרים עד סוף השבוע.,1,יובל,Meeting_201
"לגבי מרחב המשרד, היו כמה דאגות שעלו לאחרונה.",0,ליאת,Meeting_201
"נכון, אני אאסוף את העדפות הצוות ואטפל בזה.",1,תמר,Meeting_201
תוודאו שהעדפות ודאגות של כל חברי הצוות נלקחות בחשבון.,0,דניאל,Meeting_201
אעדכן את התיקייה עם כל ההחלטות המרכזיות שנקבעו במהלך הפגישה.,1,יובל,Meeting_201
"יש לנו יתרון תחרותי בשוק היעד, אבל צריך להעריך את הפוטנציאל.",0,ליאת,Meeting_201
אני אעבוד על הערכת השוק היעד ואבחן את נקודות המכירה הייחודיות.,1,תמר,Meeting_201
האם יש עוד משהו שצריך להוסיף לפגישה היום?,0,דניאל,Meeting_201
אני חושב שכיסינו את כל הנקודות המרכזיות.,0,יובל,Meeting_201
אולי כדאי שנקבע פגישה נוספת כדי לעקוב אחר ההתקדמות.,0,ליאת,Meeting_201
"כן, נשמע כמו רעיון טוב. נוכל לפגוש שוב בעוד שבועיים?",0,תמר,Meeting_201
"בסדר, נזמן פגישה נוספת לעוד שבועיים.",0,דניאל,Meeting_201
"תודה לכולם, אני אעבוד על העדכון של התיקייה כבר היום.",1,יובל,Meeting_201
"יופי, שיהיה לכולנו יום מוצלח!",0,ליאת,Meeting_201
