utterance,label,speaker,meeting_id
"חברים, אנחנו צריכים להתחיל לעצב את השלט המשתמש.",0,יואב,Meeting_104
"בהחלט, הוא צריך להיות ידידותי, מודרני ומושך.",1,נועה,Meeting_104
אני חושב על שימוש בפלטת צבעים מודרנית יותר.,0,דוד,Meeting_104
"רעיון טוב, נועה, תוכלי לקחת את זה על עצמך?",1,יואב,Meeting_104
"כן, אעבוד על זה ואעדכן עד יום חמישי.",1,נועה,Meeting_104
"לגבי תכונות נוספות, מה דעתכם על פונקצית תגובת קול?",0,מיכל,Meeting_104
זה יכול להיות ממש שימושי למשתמשים שלנו.,0,דוד,Meeting_104
"אוקיי, דוד, תוכל לבדוק את זה ולהתייעץ עם הצוות?",1,יואב,Meeting_104
"כמובן, אחזור עם תשובות עד שבוע הבא.",1,דוד,Meeting_104
יש גם אפשרות לקריאת קול לסרטוני הדרכה.,0,נועה,Meeting_104
"נשמע רעיון מצוין, אני אעבוד על תכנון האינטגרציה.",1,מיכל,Meeting_104
"מיכל, תודה, נוכל לקבוע דדליין לזה?",0,יואב,Meeting_104
"עד יום שני הבא, אשלח סקיצה ראשונית.",1,מיכל,Meeting_104
ומה לגבי תחושת ספוג לחומר העיצוב?,0,דוד,Meeting_104
זה יכול להוסיף הרבה למראה הכללי.,0,נועה,Meeting_104
"נועה, האם תוכלי לחקור חומרים אפשריים לשלט?",1,יואב,Meeting_104
"כן, אעדכן אתכם עד סוף השבוע.",1,נועה,Meeting_104
אני חושבת שצריך גם לשקול את חוויית המשתמש.,0,מיכל,Meeting_104
"נכון, אולי כדאי לעשות user testing בהמשך.",0,דוד,Meeting_104
נבדוק את זה אחרי שיהיו לנו גרסאות ראשוניות.,0,יואב,Meeting_104
נשמע כמו תוכנית.,0,מיכל,Meeting_104
"מעולה, תודה לכולם על השיחות הפרודוקטיביות.",0,יואב,Meeting_104
