utterance,label,speaker,meeting_id
"היי רועי, שמעת על הבאג החדש במערכת?",0,דנה,Meeting_86
"כן, ראיתי את ה-Jira ticket שפתחתם אתמול.",0,רועי,Meeting_86
אנחנו חושבים להוסיף תכונת לחצן מיוט בשלט הרחוק.,0,דנה,Meeting_86
"זה רעיון טוב, אבל צריך לבדוק את ה-compatibility עם המערכת הקיימת.",0,רועי,Meeting_86
"נכון, חשוב לוודא שה-API הנוכחי תומך בזה.",0,דנה,Meeting_86
"היי חבר'ה, על מה מדברים?",0,יוסי,Meeting_86
אנחנו שוקלים להוסיף לחצן מיוט בשלט.,0,דנה,Meeting_86
נשמע כמו תכונה מועילה. מי יטפל בזה?,0,יוסי,Meeting_86
אני יכול לקחת את זה על עצמי.,1,רועי,Meeting_86
"מצוין, תודה רועי. מה לגבי הבאג במערכת?",0,דנה,Meeting_86
אני אבדוק את זה מאוחר יותר היום.,1,יוסי,Meeting_86
"טוב, אז רועי על הלחצן ויוסי על הבאג. יש עוד משהו?",0,דנה,Meeting_86
מה לגבי ה-security patch שדיברנו עליו?,0,רועי,Meeting_86
"אה, נכון. זה צריך להיות בעדיפות גבוהה.",0,דנה,Meeting_86
אני אעדכן את ה-patch היום ונבדוק את זה מחר.,1,יוסי,Meeting_86
תודה יוסי.,0,דנה,Meeting_86
"טוב, יש לנו הרבה עבודה היום.",0,רועי,Meeting_86
"נכון, אבל לפחות אנחנו מסודרים.",0,יוסי,Meeting_86
ניפגש שוב מחר לעדכונים.,0,דנה,Meeting_86
"כן, כדאי לקבוע stand-up meeting למחר בבוקר.",0,רועי,Meeting_86
אני אשלח הזמנה ב-Calendar.,1,יוסי,Meeting_86
"יופי, אז אנחנו מסודרים. נתראה מחר.",0,דנה,Meeting_86
