utterance,label,speaker,meeting_id
"בוקר טוב, כולם. בואו נתחיל את הישיבה שלנו.",0,דנה,Meeting_83
בוקר טוב! אז מה המשימות להיום?,0,יואב,Meeting_83
"קודם כל, אנחנו צריכים לחקור אפשרות ליצירת פרופילים עבור דגמי טלוויזיה שונים להתאמה קלה יותר.",1,דנה,Meeting_83
אני יכולה לקחת את זה על עצמי. אני אתחיל לבדוק את האפשרויות עם צוות ה-UI/UX.,1,גלית,Meeting_83
"נשמע טוב, גלית. אני אערוך בדיקת נוחות ארגונומית בשימוש בשלט.",1,יואב,Meeting_83
"תודה, יואב. מה לגבי ספק הכוח?",0,דנה,Meeting_83
אני ממליץ לבדוק את האפשרות של תאי שמש. זה יכול להיות טוב מבחינה סביבתית.,0,אבי,Meeting_83
"זה רעיון מצוין. אבל נצטרך להחליט גם על האפשרויות האחרות כמו סוללה סטנדרטית, דינמו וקינטי.",0,דנה,Meeting_83
"אני יכולה לאסוף נתונים על כל האפשרויות ולהכין דו""ח.",1,גלית,Meeting_83
"נשמע טוב, מה לגבי התכונות והמפרט של השלט הרחוק?",0,יואב,Meeting_83
אנחנו צריכים לקבוע את התכונות והמפרט הסופי. אני אעבור על זה ואעדכן את כולם.,1,דנה,Meeting_83
אני מציע להוסיף תכונת Bluetooth כדי להרחיב את טווח השימוש.,0,אבי,Meeting_83
"זה רעיון טוב, אבי. אני אכניס את זה לשיקול.",0,דנה,Meeting_83
מה הדדליין למשימות האלו?,0,גלית,Meeting_83
אני חושבת שנסיים את הכל עד סוף החודש.,0,דנה,Meeting_83
אז יש לנו הרבה מה לעשות. בואו נתחיל בעבודה.,0,יואב,Meeting_83
בהצלחה לכולם!,0,דנה,Meeting_83
