utterance,label,speaker,meeting_id
"היי חבר'ה, יש לנו כמה נושאים חשובים לדון בהם היום. נתחיל עם קבילת מונחים ספקיפיים כמו ""דמפד לימן אלפא"" ו""זיהוי H_ אלפא"". יש למישהו רעיונות איך לערוך את זה?",0,יובל,Meeting_36
אני יכולה לקחת על עצמי לחקור את הנושא ולערוך את הקבילה.,1,נועה,Meeting_36
"נשמע מצוין, נועה. עכשיו, לגבי ניתוח ההתנהגות של בונה הסיכום, מישהו רוצה לקחת את זה?",0,דני,Meeting_36
אני יכול לעבוד על זה. אעבור על ההתנהגות ואנסה למצוא דפוסים מעניינים.,1,רותם,Meeting_36
"תודה, רותם. נושא נוסף הוא סימון של ערפילים ועננים לקביעת התאימות.",0,יובל,Meeting_36
אני חושב שאני יכול לעבור על הסימון ולוודא שהכל תואם.,1,דני,Meeting_36
"מעולה, דני. ולבסוף, אנחנו צריכים שיתוף פעולה ביצירת מראה ותחושה ייחודי ומוצלח לשלט רחוק.",0,נועה,Meeting_36
אולי נוכל להתחיל עם סקיצה בסיסית ואז לשפר אותה יחד?,0,רותם,Meeting_36
"רעיון טוב, רותם. אני אכין סקיצה ראשונית ונוכל לדון בה במפגש הבא.",1,יובל,Meeting_36
"יופי, נראה שיש לנו תוכנית עבודה ברורה.",0,דני,Meeting_36
"כן, תודה לכולם על השיתוף פעולה.",0,נועה,Meeting_36
