utterance,label,speaker,meeting_id
"היי חברים, יש לנו כמה דברים לדון בהם היום.",0,דניאל,Meeting_78
"כן, קודם כל, צריך לפתח עיצוב שהוא מודרני, כיף, וחזק.",1,נועה,Meeting_78
"אני מסכים, ואנחנו צריכים גם לחשוב על ה-UI/UX של המוצר.",0,אורי,Meeting_78
"נכון, וזה צריך לכלול עיצוב שלט רחוק עם פונקציות מתקדמות אך ממשק קל לשימוש.",1,מיכל,Meeting_78
מי רוצה לקחת על עצמו את עיצוב השלט הרחוק?,0,דניאל,Meeting_78
אני יכולה לקחת את זה על עצמי.,1,נועה,Meeting_78
"מעולה, נועה. תוודאי שהעיצוב כולל את כל הפיצ'רים החדשים שאנחנו רוצים לשלב.",0,אורי,Meeting_78
ומה לגבי תיאום עם הגעתה של פאולה להקצאת חדר?,0,מיכל,Meeting_78
אני אטפל בזה. אבדוק עם מחלקת משאבי אנוש לגבי זמינות החדרים.,1,דניאל,Meeting_78
תודה דניאל. חשוב שזה יהיה מוכן לפני שהיא מגיעה.,0,אורי,Meeting_78
יש משהו נוסף שאנחנו צריכים לדון בו?,0,נועה,Meeting_78
"לא, זה הכל להיום. תודה לכולם.",0,מיכל,Meeting_78
תודה לכולם על ההשתתפות. נתראה בישיבה הבאה.,0,דניאל,Meeting_78
ביי לכולם!,0,נועה,Meeting_78
נתראה בקרוב!,0,אורי,Meeting_78
