utterance,label,speaker,meeting_id
"שלום חבר'ה, צריך להתחיל בדיון על סכמת הצבעים לפרויקט החדש.",0,יניב,Meeting_150
"אני חושבת שכדאי שנלך על צבעים ראשיים בהירים, זה יתאים ל-UI שלנו.",1,נועה,Meeting_150
"אני מסכים, אבל צריך גם לחשוב על תכונת ה-LED. איך זה ישפיע על הבחירה שלנו?",0,דני,Meeting_150
תכונת ה-LED בהחלט תשפיע. אני מציע שנבחר צבעים שמתאימים לשימוש ב-LED.,1,יוסי,Meeting_150
"לגבי השלט רחוק, יש רעיונות איך להפוך אותו למתאים למכשירים אחרים?",0,רותם,Meeting_150
"אפשר לשקול להשתמש ב-Bluetooth או ב-IR, זה יכול להרחיב את הקומפטביליות.",1,נועה,Meeting_150
"נכון, נבחן את האפשרויות האלה. עכשיו, האם זיהוי קול יכול להיות אלטרנטיבה למסך LCD?",0,יניב,Meeting_150
"זיהוי קול הוא אפשרות מעניינת, אבל חשוב לבדוק את ה-accuracy והתגובה בזמן אמת.",1,דני,Meeting_150
צריך גם לחשוב על העלות של שילוב זיהוי קול במכשיר שלנו.,0,יוסי,Meeting_150
בהחלט. ומה לגבי שיפור הניקיון והסדר ב-Workspace שלנו?,0,רותם,Meeting_150
אולי כדאי להוסיף מערכת ארגון לדסקים ולשמור על הסדר.,1,נועה,Meeting_150
אני מסכים. נוכל גם להוסיף תזכורות דיגיטליות לניקיון.,1,יניב,Meeting_150
רעיון טוב. זה גם יעלה את המורל של הצוות.,0,דני,Meeting_150
"אז, לסיכום, נועה, את אחראית על סכמת הצבעים. דני, תבדוק את אפשרות זיהוי הקול.",0,יוסי,Meeting_150
ואני אבדוק את התאמת השלט רחוק למכשירים אחרים.,0,רותם,Meeting_150
"בסדר גמור, תעדכנו אותי במייל עם ההתקדמות שלכם.",0,יניב,Meeting_150
