utterance,label,speaker,meeting_id
"היי, ראית את המייל לגבי הפגישה לסקירת התקדמות?",0,דני,Meeting_180
"כן, חשבתי שנוכל לקבוע אותה ליום ראשון בשעה 10:00.",1,נועה,Meeting_180
נשמע טוב. נשלח זימון לכולם?,1,דני,Meeting_180
"כן, אני אדאג לזה.",1,נועה,Meeting_180
"מצוין. לגבי שיתוף קבצי הנתונים, יש לך עדכונים?",0,דני,Meeting_180
"אני אשלח את הקבצים בסוף היום, אחרי שאוודא שהכל מסודר.",1,נועה,Meeting_180
נהדר. צריך גם לדון בעיצובים של השלטים.,0,דני,Meeting_180
"נכון, אני אבדוק את העיצובים הקיימים ואראה אם יש פגמים שצריך לתקן.",1,נועה,Meeting_180
"אוקיי, אז את תובילי את זה?",1,דני,Meeting_180
"כן, אני אעבור על זה מחר.",1,נועה,Meeting_180
"לגבי התאמה במשימות הבאות, יש לך הצעות לשיפורים?",0,דני,Meeting_180
אנחנו צריכים להבטיח שכל משימה תואמת את ה-API שלנו.,0,נועה,Meeting_180
"נכון, אולי כדאי שנקיים דיון נוסף על זה בפגישה.",1,דני,Meeting_180
"מסכימה, נכניס את זה לסדר היום.",1,נועה,Meeting_180
"יופי. אז לסיכום, את דואגת לזימון לפגישה ולבדיקת העיצובים.",0,דני,Meeting_180
"נכון, ואני אשלח את קבצי הנתונים.",0,נועה,Meeting_180
"מעולה, אני אתמקד בהבטחת התאמה ותכנון הדיון על ה-API.",1,דני,Meeting_180
בסדר גמור. נתראה ביום ראשון.,0,נועה,Meeting_180
להתראות.,0,דני,Meeting_180
