utterance,label,speaker,meeting_id
"היי כולם, אנחנו צריכים לדון על מרחב המשרד החדש שלנו. יש רעיונות?",0,דנה,Meeting_91
"כן, קודם כל צריך לאסוף העדפות והסדרים מחברי הצוות.",1,יוסי,Meeting_91
אני מסכימה. אולי כדאי להתחיל עם סקר Google Forms?,0,נועה,Meeting_91
"רעיון מצוין, נועה. את תוכלי להכין את זה לסוף השבוע?",1,דנה,Meeting_91
"בטח, אני אשלח אותו עד יום חמישי.",1,נועה,Meeting_91
"ומה לגבי העיצוב של השלט? חשבתי על משהו טבעי יותר, אולי מושרת ירקות.",0,יוסי,Meeting_91
זה נשמע מעניין. האם מישהו מכם יכול לחקור את זה יותר לעומק?,0,דנה,Meeting_91
אני יכול לקחת את זה על עצמי ולחפש רעיונות עד יום ראשון.,1,יוסי,Meeting_91
אולי כדאי לחשוב גם על sustainable materials לשלט כדי לשמור על הסביבה.,0,נועה,Meeting_91
"רעיון טוב, נועה. יוסי, תוכל לקחת את זה בחשבון במחקר שלך?",1,דנה,Meeting_91
"בהחלט, אני אבדוק את זה.",1,יוסי,Meeting_91
"אוקיי, נסכם: נועה תכין את הסקר ויוסי יחפש עיצוב טבעי לשלט.",1,דנה,Meeting_91
"תודה דנה. אחרי שאסיים, אשתף את הסקר עם כולכם.",1,נועה,Meeting_91
ואני אעדכן אתכם עם הממצאים שלי בהקדם.,1,יוסי,Meeting_91
מצוין. בואו ניפגש שוב ביום שני לעדכון.,0,דנה,Meeting_91
"תודה לכולם, שיהיה יום טוב.",0,יוסי,Meeting_91
יום טוב!,0,נועה,Meeting_91
