utterance,label,speaker,meeting_id
"היי יעל, יש לנו כמה דברים לדון עליהם היום.",0,דני,Meeting_171
"כן, מה הנושא הראשון?",0,יעל,Meeting_171
"קודם כל, אנחנו צריכים לבצע סקר של זמינות מכונות קפה ושירותי קפה בבניין.",0,דני,Meeting_171
"אוקיי, זה נשמע חשוב. מי יכול לקחת את זה?",0,יעל,Meeting_171
אני יכול לטפל בזה. מה המועד האחרון לביצוע?,0,דני,Meeting_171
"בואו נקבע את הדדליין לסוף השבוע הזה, יום חמישי.",1,יעל,Meeting_171
"בסדר, אני אבדוק את זה עד יום חמישי.",1,דני,Meeting_171
"היי חבר'ה, מה קורה?",0,אורן,Meeting_171
אנחנו בדיוק מדברים על המכונות קפה שלנו.,0,יעל,Meeting_171
"אה, אם צריך עזרה עם ה-survey, אני פנוי לעזור.",0,אורן,Meeting_171
"מעולה, תודה אורן!",0,דני,Meeting_171
"דני, יש עוד משהו שאנחנו צריכים לדבר עליו?",0,ליאת,Meeting_171
"כן, אנחנו צריכים גם לוודא שה-internal server שלנו מוגן אחרי ה-security breach האחרון.",0,דני,Meeting_171
אני יכולה לבדוק את זה יחד עם צוות ה-IT.,0,ליאת,Meeting_171
"נשמע טוב, מה לגבי הדדליין?",0,דני,Meeting_171
אני אנסה לסיים את הבדיקה עד יום שלישי הבא.,1,ליאת,Meeting_171
"מצוין, תודה ליאת.",0,דני,Meeting_171
יש עוד משהו חשוב שאנחנו צריכים לשים לב אליו?,0,יעל,Meeting_171
"לא כרגע, אבל אני אעדכן אם צץ משהו.",0,דני,Meeting_171
"טוב לשמוע, תודה על העדכון, דני.",0,אורן,Meeting_171
"בשמחה, תודה לכם על שיתוף הפעולה.",0,דני,Meeting_171
"אז דני, אנחנו סומכים עליך עם הסקר של הקפה.",0,יעל,Meeting_171
"בהחלט, אעדכן אתכם כשיהיו תוצאות.",1,דני,Meeting_171
"יופי, מחכים לשמוע ממך!",0,אורן,Meeting_171
בהצלחה לכולם!,0,ליאת,Meeting_171
"תודה לכולם, נתראה בהמשך השבוע.",0,דני,Meeting_171
