utterance,label,speaker,meeting_id
"בוקר טוב, כולם. בואו נתחיל את הישיבה.",0,דנה,Meeting_35
בוקר טוב. ראיתי את המשוב שקיבלנו על זיהוי הדיבור. אולי כדאי לשקול סינון רעשים כדי לשפר את הדיוק.,1,יוסי,Meeting_35
"זה רעיון טוב, יוסי. נוכל לבדוק טכנולוגיות של noise reduction שיכולות להשתלב במערכת שלנו.",1,דנה,Meeting_35
אני יכולה לקחת על עצמי לחקור את הנושא של התאמה אישית ואישיות עבור לקוחות.,1,רונית,Meeting_35
"מעולה, רונית. זה חשוב מאוד כדי לשפר את חוויית המשתמש.",0,דנה,Meeting_35
"לגבי רעיונות שיווק יצירתיים, חשבתי שאולי נוכל להדגיש את ה-unique selling points של המוצר באמצעות קמפיין ברשתות החברתיות.",1,יוסי,Meeting_35
זה נשמע נהדר. אני חושבת שכדאי לשלב גם וידאו קליפים שמדגימים את היתרונות של המוצר.,0,רונית,Meeting_35
בהחלט. נוכל לחשוב גם על שיתופי פעולה עם משפיענים בתחום.,0,דנה,Meeting_35
"נכון, זו יכולה להיות דרך מצוינת להגיע לקהל רחב יותר.",0,יוסי,Meeting_35
"טוב, אז נסכם: יוסי, אתה תבדוק את הסינון רעשים, רונית תחקור אפשרויות להתאמה אישית ואני אפעל לקידום רעיונות שיווק.",1,דנה,Meeting_35
"מסכים, אני אתחיל לבדוק את האופציות לסינון רעשים כבר מחר.",1,יוסי,Meeting_35
ואני אתחיל לחקור את הנושא של התאמה אישית ואישיות עד סוף השבוע.,1,רונית,Meeting_35
"יופי, אז יש לנו תוכנית עבודה ברורה. נתעדכן בהתקדמות בפגישה הבאה.",0,דנה,Meeting_35
"מעולה, תודה לכולם על השיתוף פעולה.",0,יוסי,Meeting_35
"תודה, נתראה בפגישה הבאה.",0,רונית,Meeting_35
"נתראה, שיהיה יום טוב לכולם.",0,דנה,Meeting_35
