utterance,label,speaker,meeting_id
"היי כולם, בואו נתחיל את הישיבה. יש כמה נושאים שצריך לעבור עליהם היום.",0,דנה,Meeting_92
"בטח, דנה. אני רוצה לדבר על ה-Update של המסמך עם תוכניות העבודה העתידיות.",0,אייל,Meeting_92
"מעולה, אייל. תוכל להתחיל לעדכן את המסמך כבר היום?",1,דנה,Meeting_92
"כן, אני אעשה את זה אחרי הפגישה.",1,אייל,Meeting_92
אני חושבת שגם חשוב להישאר מעודכנים לגבי דרישות השוק והעדפות עיצוב לשלטים שלנו.,0,נועה,Meeting_92
"נכון, נועה. יש לך כבר רעיונות איך להתעדכן במידע הזה?",0,דנה,Meeting_92
אני אצור קשר עם הספקים ואעשה מחקר שוק.,1,נועה,Meeting_92
"מצוין, נועה. תעדכני אותנו בהתקדמות.",1,דנה,Meeting_92
"לגבי ה-QA של המערכת החדשה, מישהו בדק את ה-Compatibility עם גרסאות ישנות?",0,גדי,Meeting_92
"כן, עשיתי בדיקה ואני יכול להציג את הממצאים.",0,אייל,Meeting_92
"תודה, אייל. נוכל לדון בזה בשבוע הבא?",0,דנה,Meeting_92
"כמובן, אשלח לך את הפרטים במייל.",1,אייל,Meeting_92
"דנה, האם יש עוד נושאים שצריך לסגור?",0,נועה,Meeting_92
"לא, נראה לי שעברנו על הכל. רק נדבר על תאריכי היעד.",0,דנה,Meeting_92
אני יכול לקחת את זה על עצמי ולהכין טבלה מסודרת.,1,גדי,Meeting_92
"תודה, גדי. זה יהיה מאוד מועיל לנו.",1,דנה,Meeting_92
אז אני אסכם ואשלח לכולם את ה-Action Items?,1,נועה,Meeting_92
"כן, נשמע מצוין.",0,דנה,Meeting_92
אני אעדכן אתכם כשאסיים עם המסמך.,1,אייל,Meeting_92
תודה לכולם. שיהיה שבוע מוצלח!,0,נועה,Meeting_92
שבוע טוב! נתראה בהמשך.,0,גדי,Meeting_92
