utterance,label,speaker,meeting_id
"בוקר טוב לכולם, אנחנו צריכים להתחיל עם המשימות להיום.",0,יוסי,Meeting_66
"בוקר טוב, יוסי. אני יכולה לקחת את המשימה על הדגשת תוצאות החיפוש.",0,נועה,Meeting_66
"מצוין, נועה. אז את תעבדי על הטמעת המערכת להדגשת תוצאות החיפוש.",1,יוסי,Meeting_66
אני יכול לקחת על עצמי את חישובי עלויות הייצור.,0,אורי,Meeting_66
"תודה, אורי. אז אתה תדון ותסיים את חישובי עלויות הייצור.",1,יוסי,Meeting_66
מה לגבי הפוסטרים? אני יכולה להתחיל לעבוד על זה.,0,דנה,Meeting_66
"כן, דנה, תעבדי על הפקת וסיום הגרסאות המעודכנות של פוסטרי הפרסום על פי המשוב שהתקבל.",1,יוסי,Meeting_66
ומה לגבי עיצוב המארז?,0,משה,Meeting_66
"משה, אתה תטפל בעיצוב המארז עם קערה יחידה וגימור גומי.",1,יוסי,Meeting_66
יש דדליין לכל המשימות האלו?,0,נועה,Meeting_66
"כן, נועה, אני אשלח את הדדליין במייל.",0,יוסי,Meeting_66
"יוסי, אתה יכול להזכיר לנו מה הדדליין לעיצוב המארז?",0,אורי,Meeting_66
"בטח, אורי. זה צריך להיות מוכן עד יום חמישי הבא.",0,יוסי,Meeting_66
"ומה לגבי הפוסטרים, עד מתי הם צריכים להיות מוכנים?",0,דנה,Meeting_66
הפוסטרים צריכים להיות מוכנים עד יום שני הקרוב.,0,יוסי,Meeting_66
"ואם יש בעיה עם הגימור של המארז, מה עושים?",0,משה,Meeting_66
"במקרה כזה, נבדוק אפשרויות אחרות ונתייעץ עם הצוות.",0,יוסי,Meeting_66
אני אתחיל לבדוק את המערכת להדגשת תוצאות החיפוש עכשיו.,0,נועה,Meeting_66
אני אשב עם הספקים על עלויות הייצור ואחזיר תשובות בהקדם.,0,אורי,Meeting_66
אני אאסוף את כל המשוב על הפוסטרים ואתחיל לעבוד עליהם.,0,דנה,Meeting_66
אנסה לסיים את עיצוב המארז עד סוף השבוע הזה.,0,משה,Meeting_66
"תודה לכולם, שיהיה לנו יום מוצלח!",0,יוסי,Meeting_66
