utterance,label,speaker,meeting_id
אז מה אנחנו חושבים על סוג לוח המעגלים?,0,דני,Meeting_243
"לדעתי כדאי ללכת על הלוח המתקדם, זה יתמוך בלחצנים המורכבים יותר.",1,נועה,Meeting_243
"מסכים עם נועה, הלוח המתקדם יאפשר לנו יותר גמישות.",1,יואב,Meeting_243
"אוקיי, אז נלך על הלוח המתקדם. דני, תוכל לבדוק את הפרוטוקולים של הפגישה הראשונה?",1,שירה,Meeting_243
"בטח, אני אעבור עליהם ואסיים את זה עד סוף היום.",1,דני,Meeting_243
ומה עם הפונקציה החדשה לשלט? יש פוטנציאל טוב?,0,נועה,Meeting_243
"התחלתי קצת לחקור, ויש כמה רעיונות מעניינים.",0,יואב,Meeting_243
"יואב, תוכל להמשיך לחקור ולהביא דו""ח בשבוע הבא?",1,נועה,Meeting_243
"כן, אעבוד על זה ואביא דו""ח ביום ראשון הבא.",1,יואב,Meeting_243
"מצוין, אז אנחנו מסודרים. יש עוד משהו שצריך לדון בו?",0,שירה,Meeting_243
"רק להזכיר, אני אעשה גם את הבדיקות על הפרוטוקולים.",1,דני,Meeting_243
"תודה דני, אני סומכת עליך.",0,נועה,Meeting_243
"ולגבי הפונקציה, אני אעבוד על זה עם דוד מהצוות של המחקר.",1,יואב,Meeting_243
"יואב, חשוב שתעדכן אותנו כל כמה ימים.",1,שירה,Meeting_243
"כמובן, אני אעדכן אתכם בכל התקדמות.",1,יואב,Meeting_243
אז זהו להיום?,0,נועה,Meeting_243
"נראה לי שכן, תודה לכולם על שיתוף הפעולה.",0,שירה,Meeting_243
"תודה שירה, להתראות לכולם.",0,יואב,Meeting_243
"ביי לכולם, שיהיה יום טוב.",0,דני,Meeting_243
"יום טוב, להתראות.",0,נועה,Meeting_243
