utterance,label,speaker,meeting_id
"היי כולם, יש לנו כמה דברים חשובים לדון היום בפגישה.",0,יוסי,Meeting_207
"כן, במיוחד כשמדובר בעיצוב של המוצר החדש שלנו.",0,מירי,Meeting_207
"נכון, צריך לתת עדיפות לפשטות, אופנה, נוחות שימוש, וארגונומיה בעיצוב.",1,רוני,Meeting_207
מסכים. מה לגבי הפרוטוטיפ?,0,יוסי,Meeting_207
אנחנו צריכים להקים פריטי פעולה לפיתוח הפרוטוטיפ בהקדם.,1,מירי,Meeting_207
יש לך רעיון איך נחלק את המשימות?,0,רוני,Meeting_207
בהחלט. אני יכול לקחת על עצמי את החלק של הארגונומיה.,1,יוסי,Meeting_207
אני יכולה לבדוק את נוחות השימוש ולוודא שהיא מתאימה למשתמשים.,1,מירי,Meeting_207
אני אתמקד בפשטות העיצוב והאופנה.,1,רוני,Meeting_207
ומה לגבי חומר האריזה?,0,יוסי,Meeting_207
"חייבים לחקור אפשרויות לחומר האריזה, כמו פלסטיק, גומי, טיטניום, ועץ.",1,מירי,Meeting_207
אני אקח על עצמי את החקר לגבי חומרי האריזה.,1,רוני,Meeting_207
מעולה. בואו נעדכן את לוח הזמנים ונצא לדרך.,0,יוסי,Meeting_207
נשמע טוב. יש לך תאריך יעד לכל משימה?,0,מירי,Meeting_207
"כן, אני אסיים את הבדיקה שלי עד ה-15 בנובמבר.",1,יוסי,Meeting_207
אני אעשה את הבדיקות שלי עד ה-20 בנובמבר.,1,מירי,Meeting_207
ולי יש עד ה-22 בנובמבר לסיים את החקר שלי.,1,רוני,Meeting_207
"יופי, אז אנחנו מסודרים. בואו נצא לעבודה!",0,יוסי,Meeting_207
בהצלחה לכולנו!,0,מירי,Meeting_207
"תודה, לכולם בהצלחה.",0,רוני,Meeting_207
