utterance,label,speaker,meeting_id
"בוקר טוב לכולם, אנחנו צריכים להתחיל להקצות משימות לעיצוב הפרוטוטיפ.",0,יוסי,Meeting_131
"נכון, אני חושבת שצריך להתמקד קודם כל במראה ותחושה, כדי שנוכל להציג משהו מרשים.",0,נועה,Meeting_131
"מסכים, נועה, את יכולה לקחת על עצמך את עיצוב ה-UI?",1,יוסי,Meeting_131
"בשמחה, אני אתחיל לעבוד על סקיצות ראשוניות.",0,נועה,Meeting_131
ומה לגבי האינטגרציה של זיהוי קולי?,0,דנה,Meeting_131
"דנה, את יכולה לבדוק את האפשרויות שלנו בתחום הזה?",1,יוסי,Meeting_131
"כמובן, אני אעבור על ה-API הקיימים ונראה מה הכי מתאים לנו.",0,דנה,Meeting_131
"תודה דנה. עכשיו, לגבי הערכת מוצר, מי מרגיש בנוח לקחת את זה?",0,יוסי,Meeting_131
"אני יכול לקחת את זה על עצמי, אעבור על כל הפרמטרים ונבצע בדיקות.",1,אבי,Meeting_131
"יופי, אבי. תודה על זה.",0,יוסי,Meeting_131
"לגבי השלט רחוק, האם אנחנו הולכים על התקן ספציפי או אוניברסלי?",0,נועה,Meeting_131
"אני חושבת שהאוניברסלי ייתן לנו יותר גמישות, במיוחד עם טכנולוגיות חדשות כמו Bluetooth ו-Wi-Fi.",0,דנה,Meeting_131
"נשמע הגיוני, אבל צריך לבדוק את העלויות של כל טכנולוגיה.",0,יוסי,Meeting_131
אני יכול לבדוק את העלויות ולחזור עם נתונים מדויקים.,1,אבי,Meeting_131
"מעולה, אבי. תעדכן אותנו בפגישה הבאה.",0,יוסי,Meeting_131
"אז לסיכום, אני על עיצוב ה-UI, דנה על זיהוי קולי, ואבי על הערכת מוצר ועלויות טכנולוגיות.",0,נועה,Meeting_131
"בדיוק כך, תודה לכולם.",0,יוסי,Meeting_131
מתי הפגישה הבאה?,0,דנה,Meeting_131
"בואו נקבע לשבוע הבא ביום רביעי, בשעה 10:00.",1,יוסי,Meeting_131
"מתאים לי, נתראה אז.",0,נועה,Meeting_131
גם לי מתאים.,0,אבי,Meeting_131
