utterance,label,speaker,meeting_id
"בוקר טוב, כולם. אנחנו צריכים לדון במשימות לקראת ה-sprint הבא.",0,דוד,Meeting_97
"נכון, יש לנו הרבה עבודה לעשות, במיוחד עם ה-backend.",0,נועה,Meeting_97
אני יכולה לקחת את ה-task של ה-API integration.,1,יעל,Meeting_97
"מעולה, נועה, את יכולה להתמקד ב-UI/UX design לממשק המשתמש החדש?",1,דוד,Meeting_97
"כן, בהחלט. אני אתחיל עם ה-wireframes היום.",1,נועה,Meeting_97
ומה לגבי ה-database optimization? מישהו מוכן לקחת את זה?,0,דוד,Meeting_97
אני יכול לטפל בזה. אני אעבוד על ה-indexing ו-query performance.,1,איתן,Meeting_97
"דוד, האם יש עדכונים לגבי הפגישה עם ה-client בשבוע הבא?",0,יעל,Meeting_97
"כן, הפגישה מתוכננת ליום שני בעשר בבוקר. כולם יהיו מוכנים עם ה-presentations?",1,דוד,Meeting_97
אני אכין את ה-slides שלי עד יום ראשון בערב.,1,נועה,Meeting_97
אני צריך לסיים את ה-data analysis עד אז גם כן.,1,איתן,Meeting_97
"יופי, תזכרו גם להכין את ה-KPIs שלנו לדיון.",0,דוד,Meeting_97
אני אעבוד על ה-KPIs ואשלח לכם מסמך מסכם עד סוף השבוע.,1,יעל,Meeting_97
יש עוד משהו שאנחנו צריכים לקחת בחשבון לקראת ה-sprint?,0,נועה,Meeting_97
אולי כדאי שנבצע code review ל-features הקיימות.,0,איתן,Meeting_97
"נכון, נועה, את יכולה לארגן את ה-code review sessions?",1,דוד,Meeting_97
"כן, אני אשלח זמנים פנויים לכולם עד מחר.",1,נועה,Meeting_97
"לגבי ה-API integration, יש מישהו שיכול לעזור לי בבדיקות?",0,יעל,Meeting_97
"אני יכול לעזור לך בזה, יעל.",1,איתן,Meeting_97
"מצוין, אז יש לנו תכנית ברורה. ניפגש שוב ביום חמישי לעדכונים.",0,דוד,Meeting_97
"תודה לכולם, שיהיה יום מוצלח!",0,נועה,Meeting_97
