utterance,label,speaker,meeting_id
שמעתם על הפיצ'ר החדש שאנחנו צריכים להוסיף לאפליקציה?,0,דני,Meeting_0
"כן, מדובר על שילוב של תכונות הניתנות להתאמה אישית כמו שפות מרובות ועורכים שונים.",0,נועה,Meeting_0
"זה נשמע מצוין, אבל איך אנחנו מכניסים את זה לתוך ה-UI הקיים שלנו?",0,רן,Meeting_0
נצטרך לבדוק איך זה ישתלב עם ה-framework הנוכחי שלנו.,0,דני,Meeting_0
אולי נתחיל בלהקים meeting עם צוות ה-UI/UX לשם כך?,1,נועה,Meeting_0
"כן, זה יהיה רעיון טוב. אני יכול לתאם את הפגישה.",1,רן,Meeting_0
ומה לגבי הרצועת גומי אנטי-החלקה? האם זה משהו שאנחנו יכולים להוסיף בקלות?,0,דני,Meeting_0
"זה יכול להיות יותר מסובך, נצטרך לעבוד עם הספקים שלנו בנושא הזה.",0,נועה,Meeting_0
אני יכול לקחת על עצמי לבדוק את האפשרות מול הספקים.,1,רן,Meeting_0
"אוקיי, אז אנחנו מסכימים שנועה תתחיל לבדוק את אפשרויות ההתאמה האישית, ורן יבדוק את רצועת הגומי?",1,דני,Meeting_0
"כן, אני אעשה את זה עד סוף השבוע.",1,נועה,Meeting_0
ואני אבדוק את זה עד יום שלישי הבא.,1,רן,Meeting_0
"מעולה, נראה שאנחנו על המסלול הנכון.",0,דני,Meeting_0
יש עוד משהו שצריך להוסיף לרשימה שלנו?,0,נועה,Meeting_0
נראה לי שאנחנו מכוסים לעכשיו.,0,רן,Meeting_0
"אוקיי, בואו נתחיל לעבוד על זה וניפגש לעדכון ביום חמישי.",0,דני,Meeting_0
"בסדר גמור, תודה לכולם.",0,נועה,Meeting_0
"תודה, נתראה בהמשך השבוע.",0,רן,Meeting_0
