utterance,label,speaker,meeting_id
אנחנו צריכים לעדכן את ה-UI כדי לשקף את צבעי החברה.,0,דן,Meeting_10
"נכון, זה יהיה חשוב לשמור על הקוהרנטיות של המותג.",0,מיכל,Meeting_10
יש לנו כבר את הפלטת צבעים מהמעצב?,0,רון,Meeting_10
"כן, קיבלתי את זה במייל הבוקר. אני אשלח לך.",0,מיכל,Meeting_10
"טוב, אז אני אתחיל לעבוד על זה בצד של ה-frontend.",1,דן,Meeting_10
יש עוד משהו שאנחנו צריכים לקחת בחשבון בעיצוב החדש?,0,רון,Meeting_10
אולי כדאי לשקול את חוויית המשתמש (UX) ולוודא שהצבעים לא משפיעים על הקריאות.,0,מיכל,Meeting_10
מסכים. אני אעבוד על גרסה ראשונה ונשלח להסתכלות.,1,דן,Meeting_10
מתי אתה חושב שתוכל לשלוח את זה?,0,רון,Meeting_10
אני מעריך שביום חמישי הקרוב זה יהיה מוכן לבדיקה.,0,דן,Meeting_10
"מעולה, אנחנו גם צריכים לבדוק את זה על מכשירים שונים כדי להבטיח התאמה.",0,מיכל,Meeting_10
"נכון, אני יכול לבדוק את זה על מכשירי אנדרואיד.",1,רון,Meeting_10
ואני על מכשירי iOS.,1,דן,Meeting_10
"בסדר, אז נראה שכולנו יודעים מה צריך לעשות.",0,מיכל,Meeting_10
בואו נעבור על זה שוב כדי לוודא שכולם מסונכרנים.,0,דן,Meeting_10
"דן, תוכל לשלוח עדכון על ההתקדמות ביום רביעי?",0,מיכל,Meeting_10
"כמובן, אשלח מייל לכולם עם העדכונים.",1,דן,Meeting_10
"אם יהיו בעיות, נוכל לתאם שיחה נוספת.",0,רון,Meeting_10
"אוקיי, אז בואו נתחיל בעבודה.",0,מיכל,Meeting_10
"מצוין, שיהיה לנו בהצלחה!",0,דן,Meeting_10
