utterance,label,speaker,meeting_id
אנחנו צריכים להתחיל עם הערכת הצורך בצ'יפ מתקדם עבור תצוגת ה-LCD. מה דעתך?,0,יורם,Meeting_23
אני מסכימה. זה חשוב מאוד לפרויקטים העתידיים שלנו.,0,רונית,Meeting_23
"אוקיי, אני יכול לקחת את זה על עצמי ואני אעביר דוח ראשוני עד סוף השבוע.",1,אבי,Meeting_23
"מצוין. לגבי המסמך הטיוטה, מי יכול לבדוק ולתקן אותו לפני השיתוף?",0,מירי,Meeting_23
אני אעשה את זה. אני אשלח את הגרסה המתוקנת עד יום רביעי.,1,דוד,Meeting_23
נשמע טוב. ומה לגבי המושגים של הרכיבים והממשק משתמש?,0,יורם,Meeting_23
אני אעבוד על המושגים של הרכיבים וניר על הממשק משתמש.,0,רונית,Meeting_23
"כן, אני מתחיל כבר היום ואסיים עד יום חמישי.",1,ניר,Meeting_23
"לגבי המשימות של צפייה בטרנדים, יש מישהו שיכול לקחת את זה?",0,מירי,Meeting_23
אני יכול להתמקד בזה אחרי שאסיים עם הדוח על הצ'יפ.,0,אבי,Meeting_23
חשוב שנעדף פשטות בעיצוב כדי להתאים להעדפות המשתמש.,0,יורם,Meeting_23
"נכון, זה גם יעזור להפחית את המורכבות בפעולה.",0,דוד,Meeting_23
אז בואו נסכם את המשימות ונצא לדרך.,0,רונית,Meeting_23
"כן, אני אעדכן את כולם ברגע שנסיים את שלב ההכנה.",0,מירי,Meeting_23
