utterance,label,speaker,meeting_id
"בוקר טוב לכולם, אנחנו צריכים לסיים את העיצוב של תיק הגומי. איך אתם מרגישים לגבי ההתקדמות?",0,דנה,Meeting_135
"אני חושב שאנחנו קרובים לסיום, אבל יש כמה פרטים קטנים שאנחנו צריכים לבדוק.",0,יואב,Meeting_135
"מעולה, אז יואב, תוכל לסיים את זה עד סוף השבוע?",1,דנה,Meeting_135
"כן, אין בעיה, אעבוד על זה היום ומחר.",1,יואב,Meeting_135
מה לגבי האיזון בין התכונות למחיר? אנחנו צריכים לחשוב על זה לעומק.,0,נועה,Meeting_135
"נכון, אולי כדאי שנעשה עוד פגישת brainstorming לפני שנקבל החלטות סופיות.",0,אלון,Meeting_135
"בהחלט, נועה, תוכלי לארגן את הפגישה הזו?",1,דנה,Meeting_135
"בוודאי, אשלח הזמנות לכולכם מייד אחרי הפגישה הזו.",1,נועה,Meeting_135
"לגבי ניתוח שוק והמיקוד הבינלאומי, יש לי כמה נתונים ראשוניים שהייתי רוצה לשתף איתכם.",0,יואב,Meeting_135
"מצוין, יואב, תוכל להכין מצגת קצרה למחר?",1,דנה,Meeting_135
"ברור, אעבוד על זה הערב.",1,יואב,Meeting_135
ומה עם האינטגרציה של מסך או תכונת זיהוי קול? זה משהו שאנחנו רוצים לשלב בפרויקט?,0,אלון,Meeting_135
"אני חושבת שזה יכול להוסיף הרבה ערך, אבל אנחנו צריכים לדון בזה יותר לעומק.",0,דנה,Meeting_135
אולי נתחיל בניסוי עם מסך ואז נראה איך זה משתלב?,0,נועה,Meeting_135
"זה רעיון טוב, אני יכול לבדוק את האפשרויות הטכנולוגיות ולהביא הערכות עלויות.",1,אלון,Meeting_135
"נשמע אחלה, אלון, תוכל להגיש את ההערכות עד תחילת שבוע הבא?",1,דנה,Meeting_135
"כן, אעבוד על זה ואעדכן אתכם.",1,אלון,Meeting_135
