utterance,label,speaker,meeting_id
שמעתם על הפרויקט החדש במשרד?,0,דניאל,Meeting_20
"כן, אני חושבת שאנחנו צריכים להתחיל במחקר על העדפות הצרכנים לשלטים רחוקים.",0,נועה,Meeting_20
"מסכים. נועה, את יכולה להוביל את המחקר הזה?",1,אורי,Meeting_20
"בטח, אני אעבוד על זה ואביא את הממצאים לפגישה הבאה.",1,נועה,Meeting_20
צריך גם לבדוק את ה-UX של המוצרים הנוכחיים שלנו.,0,דניאל,Meeting_20
נכון. אולי כדאי שנעשה A/B Testing כדי לראות מה עובד טוב יותר.,0,אורי,Meeting_20
זה רעיון מצוין. מתי נוכל להתחיל את ה-A/B Testing?,0,נועה,Meeting_20
אני יכול להתחיל לעבוד על זה בשבוע הבא.,1,דניאל,Meeting_20
חשוב גם לבדוק את ה-analytics של השימוש הנוכחי.,0,אורי,Meeting_20
אני אעבור על הנתונים ואחזיר לכם תשובות.,1,נועה,Meeting_20
"תודה, נועה. אורי, תוכל לעדכן את הצוות אחרי שתנתח את ה-analytics?",1,דניאל,Meeting_20
"כן, אני אעשה את זה עד סוף השבוע.",1,אורי,Meeting_20
"אז לסיכום, אני אוביל את המחקר על העדפות הצרכנים ואורי על ה-analytics.",0,נועה,Meeting_20
"נשמע מעולה, שיהיה לנו בהצלחה!",0,דניאל,Meeting_20
בהצלחה לכולנו!,0,אורי,Meeting_20
