utterance,label,speaker,meeting_id
"חבר'ה, אנחנו צריכים לדון בכמה משימות חשובות לפרויקט הנוכחי.",0,איתי,Meeting_182
"כן, ראיתי את הרשימה. מה בראש סדר העדיפויות?",0,נועה,Meeting_182
"קודם כל, אנחנו צריכים לכלול ידית גומי סביב האמצע של המארז. זה קריטי לנוחות המשתמש.",1,איתי,Meeting_182
אני יכולה לקחת על עצמי את המשימה הזו. אני אדאג לבדוק את החומרים ולבחור את המתאים ביותר.,1,דנה,Meeting_182
ומה לגבי זיהוי הקול? זה משהו שאנחנו יכולים להוסיף לשלט הרחוק החדש שלנו?,0,יוסי,Meeting_182
אני חושבת שכן. אני אעריך את האפשרות ליישום טכנולוגיית זיהוי קול ונראה איך זה משתלב בעיצוב.,1,נועה,Meeting_182
חשוב לבדוק את כל התמלילים על השרת ה-CV לפני שממשיכים.,0,דנה,Meeting_182
אני אטפל בזה. אעלה את כל התמלילים לשרת ואבצע את הבדיקות הנדרשות.,1,יוסי,Meeting_182
"יופי, ומה לגבי עמידות ואסתטיקה של החומרים?",0,איתי,Meeting_182
אני יכולה לבדוק את זה. אני אעריך את החומרים שאנחנו משתמשים בהם כדי לוודא שהם גם עמידים וגם אסתטיים.,1,נועה,Meeting_182
נשמע כמו תוכנית. מתי אנחנו צריכים לסיים את כל זה?,0,דנה,Meeting_182
"בואו נקבע דדליין לשבוע הבא, יום חמישי.",0,איתי,Meeting_182
נשמע הגיוני. נעבוד לפי זה.,0,יוסי,Meeting_182
"מעולה, אני אתחיל לעבוד על זה כבר מחר.",0,נועה,Meeting_182
