utterance,label,speaker,meeting_id
"היי מיכל, מה שלומך היום?",0,דני,Meeting_192
"היי דני, בסדר גמור, איך אתה?",0,מיכל,Meeting_192
"אני טוב, יש לנו כמה נושאים לדון היום.",0,דני,Meeting_192
"נכון, בוא נתחיל עם מיזוג ציוני פעולת דיאלוג.",0,מיכל,Meeting_192
"מצוין, אני יכול לבדוק פתרונות אפשריים למיזוג.",1,דני,Meeting_192
"אחלה, זה נשמע טוב. מה לגבי התקשורת עם מרלוס?",0,מיכל,Meeting_192
אני אדבר איתו כדי לסיים את צורות המודל הנדרשות.,1,דני,Meeting_192
"מעולה, באיזה תאריך אתה מתכנן לסיים את זה?",0,מיכל,Meeting_192
אני אשתדל לסיים עד סוף השבוע.,1,דני,Meeting_192
"זה נשמע מצוין, תודה דני.",0,מיכל,Meeting_192
"אין בעיה, יש עוד משהו שצריך לדון?",0,דני,Meeting_192
"לא, נראה שסיימנו להיום.",0,מיכל,Meeting_192
"יופי, שיהיה לך יום טוב!",0,דני,Meeting_192
"גם לך, להתראות.",0,מיכל,Meeting_192
