utterance,label,speaker,meeting_id
"היי כולם, אנחנו צריכים לסגור את סידורי המשרד בהתאם להעדפות שלכם. יש מישהו שממש חשוב לו נוף לחלון?",0,דנה,Meeting_209
"אני אשמח לשבת ליד חלון, זה עוזר לי להיות יותר פרודוקטיבי.",0,יוסי,Meeting_209
"גם אני מעדיפה ליד חלון, אבל אני יכולה להתגמש אם צריך.",0,מיכל,Meeting_209
"טוב, נשבץ אתכם ליד חלונות. נשמע טוב?",1,דנה,Meeting_209
"כן, תודה. מה לגבי שיתוף פעולה בפרויקט החדש?",0,יוסי,Meeting_209
נראה לי שזה רעיון טוב להתחיל עם מחקר על העדפות המשתמשים ומגמות נוכחיות.,0,מיכל,Meeting_209
"מסכימה, מיכל. את יכולה לקחת את המשימה הזו?",1,דנה,Meeting_209
"בטח, אני אעבוד על זה השבוע.",1,מיכל,Meeting_209
"לגבי עלות ה-LCD, אני יכול לבדוק את זה ולהביא לכם נתונים עד מחר.",1,יוסי,Meeting_209
"יופי, יוסי. זה יהיה מעולה אם תוכל לבדוק את זה.",1,דנה,Meeting_209
ויש לנו גם את עניין שקילת התיקונים בהתאם להערכות הצוות.,0,מיכל,Meeting_209
"כן, אני חושב שכדאי לנו לתאם פגישה עם הצוות לדון בזה.",0,יוסי,Meeting_209
"נכון, יוסי. אני אקבע פגישה לשבוע הבא.",1,דנה,Meeting_209
"מעולה, תודה דנה.",0,מיכל,Meeting_209
"בסדר גמור, ניפגש בפגישה.",0,יוסי,Meeting_209
תודה לכולם על שיתוף הפעולה. נתראה בפגישה הבאה.,0,דנה,Meeting_209
