utterance,label,speaker,meeting_id
"היי דנה, אנחנו צריכים לדבר על העיצוב של השלט רחוק החדש.",0,יוסי,Meeting_163
"נכון, שמעתי שאנחנו רוצים להתמקד באסתטיקה ובממשק ידידותי למשתמש מעל הפונקציונליות.",1,דנה,Meeting_163
"כן, זה מה שההנהלה החליטה. אבל אנחנו צריכים לוודא שזה עדיין עובד כמו שצריך.",0,יוסי,Meeting_163
"ברור, אפשר לשלב בין השניים. אולי נתחיל עם סקיצה ראשונית ונראה איך זה מתקדם?",0,דנה,Meeting_163
נשמע טוב. מה לגבי העלות שאנחנו צריכים לשמור?,0,יוסי,Meeting_163
אמרו שהשלט צריך להיות רכישה רגשית במחיר של 25 יורו.,1,דנה,Meeting_163
"זה מאתגר, במיוחד עם כל הפונקציות שאנחנו רוצים לכלול.",0,יוסי,Meeting_163
"נכון, אבל אני בטוחה שנוכל ליצור משהו מדהים.",0,דנה,Meeting_163
מתי את חושבת שנוכל להציג את הסקיצה הראשונית?,0,יוסי,Meeting_163
אני יכולה לעבוד על זה ולהראות לך משהו עד סוף השבוע.,1,דנה,Meeting_163
"מעולה, בואי נקבע פגישה לשבוע הבא כדי לדון בזה.",0,יוסי,Meeting_163
"סבבה, אני אשלח לך הזמנת פגישה.",1,דנה,Meeting_163
ומה לגבי הבדיקות של ה-User Interface?,0,יוסי,Meeting_163
אני אדאג שזה יבוצע אחרי שיש לנו סקיצה מאושרת.,1,דנה,Meeting_163
"מעולה, תודה על זה.",0,יוסי,Meeting_163
"אין בעיה, זה חלק מהעבודה.",0,דנה,Meeting_163
אני גם חושב על לעשות A/B Testing כדי לבדוק איזה עיצוב עובד הכי טוב.,0,יוסי,Meeting_163
"רעיון טוב, זה יכול לתת לנו תובנות חשובות.",0,דנה,Meeting_163
אז אני אכין את התכנית לבדיקה הזו.,1,יוסי,Meeting_163
"יופי, תעדכן אותי כשיש לך משהו.",0,דנה,Meeting_163
"בהחלט. טוב, אני צריך לרוץ לפגישה אחרת עכשיו.",0,יוסי,Meeting_163
"בסדר, נדבר בהמשך.",0,דנה,Meeting_163
"תודה על הכול, ביי!",0,יוסי,Meeting_163
ביי!,0,דנה,Meeting_163
