utterance,label,speaker,meeting_id
שמעתם על הפידבק שקיבלנו על הממשק הקולי?,0,דני,Meeting_2
"כן, זה משהו שאנחנו צריכים לשקול ברצינות.",0,רוני,Meeting_2
במיוחד כשמדובר בעיצוב דק ויעילות מחירים.,0,נעה,Meeting_2
אז מה הצעדים הבאים?,0,דני,Meeting_2
אני חושב שנצטרך לבצע בדיקות שטח.,0,רוני,Meeting_2
"נכון, זה יעזור לנו להעריך את חוויית המשתמש.",0,נעה,Meeting_2
ומה עם הפונקציונליות?,0,דני,Meeting_2
גם היא חלק חשוב. נצטרך לבדוק את זה יחד עם UX.,0,רוני,Meeting_2
אז אני אקח על עצמי לבדוק את הפידבק על הממשק הקולי.,1,נעה,Meeting_2
ואני אעבוד על בדיקות השטח לחוויית המשתמש.,1,דני,Meeting_2
ואני אדאג לפונקציונליות ולבדיקות עם הצוות הטכני.,1,רוני,Meeting_2
מתי נרצה לסיים את זה?,0,נעה,Meeting_2
אני חושב שעד סוף השבוע זה יהיה מצוין.,0,דני,Meeting_2
אז אני אקבע את הפגישה הבאה להמשך.,1,רוני,Meeting_2
"טוב, בואו נתחיל לעבוד על זה.",0,נעה,Meeting_2
בהצלחה לכולם!,0,דני,Meeting_2
תודה! נתראה בפגישה הבאה.,0,רוני,Meeting_2
