utterance,label,speaker,meeting_id
"שלום חבר'ה, איך אנחנו מתקדמים עם הפיתוח של הפרויקט החדש?",0,דני,Meeting_177
אנחנו צריכים ליישם תכונות כמו אותות שמע ותחנת עגינה. יש לנו גם אתגר להתאים את זה לתקציב.,0,נועה,Meeting_177
"נכון, ואנחנו גם צריכים לשפר את התכונות עם תצוגות גרפיות ורכיבים אינטראקטיביים.",0,רוני,Meeting_177
"נשמע מעולה. נועה, את יכולה לקחת את האחריות על יישום האותות שמע ותחנת עגינה?",1,דני,Meeting_177
"כן, אני יכולה לקחת את זה על עצמי.",1,נועה,Meeting_177
ומה לגבי המסך LCD?,0,רוני,Meeting_177
"רוני, זה יכול להיות תפקיד שלך. תוכל לטפל בזה?",1,דני,Meeting_177
"בטח, אני אעבוד על המסך LCD ואדאג שזה יהיה בתוך התקציב.",1,רוני,Meeting_177
"חשוב שנשקול גם את נוחות השימוש למשתמשים, במיוחד לצעירים.",0,נועה,Meeting_177
"נכון, אנחנו צריכים לוודא שהממשק יהיה ידידותי למשתמש.",0,דני,Meeting_177
אני אבדוק אפשרויות לשיפור חווית המשתמש דרך תצוגות גרפיות.,1,רוני,Meeting_177
"אני אעבוד על זה יחד עם רוני, נוכל לשלב רכיבים אינטראקטיביים.",1,נועה,Meeting_177
"מצוין, אז אנחנו מחויבים ליישום פיצ'רים אינטראקטיביים.",1,דני,Meeting_177
"כן, דני, אתה יכול לבדוק איך זה משפיע על התקציב הכולל?",0,רוני,Meeting_177
"בהחלט, אני אעשה את הבדיקה הזו ואעדכן אתכם.",1,דני,Meeting_177
מה הדד-ליין שלנו לכל המשימות האלו?,0,נועה,Meeting_177
"נוודא שהכל יהיה מוכן עד סוף החודש, כלומר 30 באוקטובר.",1,דני,Meeting_177
"נשמע טוב, אני אתחיל מיד לעבוד על המסך LCD.",1,רוני,Meeting_177
ואני אתחיל עם האותות שמע ותחנת העגינה.,1,נועה,Meeting_177
"תודה, חבר'ה. ניפגש לפגישת עדכון בשבוע הבא.",0,דני,Meeting_177
"עד אז, שיהיה בהצלחה לכולם!",0,נועה,Meeting_177
"בהצלחה לכולנו, נתראה בקרוב.",0,רוני,Meeting_177
