utterance,label,speaker,meeting_id
"היי כולם, נתחיל את הפגישה שלנו. יש לנו כמה נושאים חשובים לדון בהם היום.",0,דנה,Meeting_106
"כן, שמעתי שצריך לחקור את השימוש בהפצות גאוסיאניות כדי למפת רגעים סמויים.",0,יוסי,Meeting_106
"נכון, זה יכול להועיל מאוד לסיווג מסמכים. מי מוכן לקחת על עצמו את המשימה הזו?",0,אילן,Meeting_106
אני יכול להתחיל לחקור את זה. אני אעשה סקירה ראשונית עד סוף השבוע.,1,רותם,Meeting_106
"מעולה, רותם. יש גם צורך במחקר ותכנון לדרכים אפשריות לאיסוף מידע על תכני טלוויזיה.",0,דנה,Meeting_106
אני מוכן לקחת על עצמי את המשימה הזו. אני אצור קשר עם מספר ספקים ונראה מה הם מציעים.,1,יוסי,Meeting_106
"בנוסף, אנחנו צריכים לעבוד על עיצוב ממשק המשתמש.",0,אילן,Meeting_106
"כן, זה חשוב מאוד. מי יוכל להתחיל לעבוד על Wireframes?",0,דנה,Meeting_106
אני יכול להתחיל בזה. אכין סקיצות ראשוניות עד יום שלישי הבא.,1,יוסי,Meeting_106
יש גם את העניין של השלט הרחוק. אנחנו צריכים לשקול איך הוא עשוי להשפיע על התקציב.,0,רותם,Meeting_106
זה יכול להיות בעייתי אם נוסיף תכונות מתקדמות. אולי כדאי להתחיל עם גרסה פשוטה יותר.,0,אילן,Meeting_106
מסכימה. נבדוק את האפשרויות ונראה איך אפשר לשלב בצורה חכמה.,0,דנה,Meeting_106
"אז לסיכום, אני אחקור את ההפצות הגאוסיאניות, יוסי יבדוק את איסוף המידע על תכני טלוויזיה ויעבוד על הממשק.",0,רותם,Meeting_106
"נכון, ואני אשלח לכם עדכונים במייל.",0,יוסי,Meeting_106
"נשמע טוב. אם יש משהו שצריך עוד עזרה, פשוט תגידו.",0,אילן,Meeting_106
תודה לכולם. ניפגש שוב בשבוע הבא לעדכונים נוספים.,0,דנה,Meeting_106
