utterance,label,speaker,meeting_id
"שלום לכולם, אני מקווה שכולכם מוכנים לפגישה היום.",0,דני,Meeting_107
"בהחלט, דני. צריך להתחיל לדבר על מהירות עיבוד בזמן אמת.",0,נועה,Meeting_107
"נכון, נועה. מה הצעדים שעלינו לנקוט כדי להבטיח מהירות עיבוד גבוהה?",0,דני,Meeting_107
אני יכול לבדוק את ה-API שלנו ולראות אם יש מקום לשיפור.,1,רון,Meeting_107
"זה רעיון טוב, רון. מה לגבי השלט החדש שאנחנו מתכננים? איך אנחנו מעריכים את הנוחות שלו?",0,נועה,Meeting_107
אני יכולה לארגן קבוצת מבחן לבדוק את הנוחות בעיצוב החדש.,1,דנה,Meeting_107
"נשמע מעולה, דנה. מי עוד רוצה לקחת חלק בבדיקות האלה?",0,דני,Meeting_107
אני גם יכול לעזור בבדיקות ולספק משוב נוסף.,1,רון,Meeting_107
חשוב שנקבע דדליין ברור לכל המשימות האלה.,0,נועה,Meeting_107
"אז רון, תוכל לעבוד על שיפור ה-API עד סוף השבוע?",1,דני,Meeting_107
"כן, אוכל לסיים את זה עד יום חמישי.",0,רון,Meeting_107
"ודנה, מתי את חושבת שתוכלי לסיים את הבדיקות עם קבוצת המבחן?",1,דני,Meeting_107
אני אנסה לסיים עד יום ראשון הקרוב.,0,דנה,Meeting_107
"אני חושבת שזה לו""ז מצוין.",0,נועה,Meeting_107
"טוב, נסכם את כל המשימות ונעדכן את כולם בהתקדמות.",0,דני,Meeting_107
"מסכים, נעדכן את כולכם בעוד כמה ימים.",0,רון,Meeting_107
