utterance,label,speaker,meeting_id
"היי כולם, נשאר לנו לסיים את אלמנטי העיצוב של המוצר.",0,יואב,Meeting_206
"נכון, אנחנו צריכים להתמקד במארז גומי ובכפתורי גומי.",0,נועה,Meeting_206
"כן, ובנוסף צריך לעצב את כפתור הלחיצה הפשוט וצורת כפתור ההמתנה.",0,דנה,Meeting_206
אז איך נתחלק במשימות?,0,יואב,Meeting_206
אני יכולה לקחת את העיצוב של מארז הגומי. יש לי כמה רעיונות לזה.,1,נועה,Meeting_206
אני אטפל בכפתורי הגומי. חשוב שהם יהיו נוחים לשימוש.,1,דנה,Meeting_206
מעולה. אני אתמקד בכפתור הלחיצה הפשוט.,1,יואב,Meeting_206
והכפתור ההמתנה?,0,נועה,Meeting_206
אני יכולה לעבוד עליו אחרי שאסיים עם הכפתורים.,1,דנה,Meeting_206
בואו נקבע דדליין. מה דעתכם על סוף השבוע?,0,יואב,Meeting_206
זה נשמע טוב. אני אסיים את מארז הגומי עד יום חמישי.,1,נועה,Meeting_206
אני אסיים את כפתורי הגומי עד יום שישי בבוקר וזה ייתן לי זמן לעבוד על כפתור ההמתנה עד יום ראשון.,1,דנה,Meeting_206
ואני אסיים את כפתור הלחיצה הפשוט עד יום שישי.,1,יואב,Meeting_206
יש לנו עוד משהו לדון בו?,0,נועה,Meeting_206
אני חושבת שזה הכל להיום.,0,דנה,Meeting_206
"יופי, שיהיה לכולם בהצלחה עם המשימות.",0,יואב,Meeting_206
"תודה, יואב. נתראה בפגישה הבאה.",0,נועה,Meeting_206
ביי לכולם!,0,דנה,Meeting_206
ביי!,0,יואב,Meeting_206
